Date,HomeTeam,AwayTeam,B365>2.5,B365<2.5
27/04/2024,Paderborn,Elversberg,1.48,2.6
27/04/2024,Schalke 04,Fortuna Dusseldorf,1.53,2.4
28/04/2024,Magdeburg,Osnabruck,1.48,2.6
28/04/2024,Nurnberg,Karlsruhe,1.5,2.5
28/04/2024,Wehen,Greuther Furth,1.8,2.0
03/05/2024,Fortuna Dusseldorf,Nurnberg,1.4,2.88
03/05/2024,Hamburg,St Pauli,1.6,2.3
04/05/2024,Greuther Furth,Braunschweig,1.67,2.15
04/05/2024,Hansa Rostock,Karlsruhe,1.57,2.35
04/05/2024,Kaiserslautern,Magdeburg,1.53,2.4
05/05/2024,Elversberg,Hertha,1.44,2.7
05/05/2024,Hannover,Paderborn,1.57,2.35
05/05/2024,Wehen,Holstein Kiel,1.57,2.35
07/05/2024,Osnabruck,Schalke 04,1.53,2.4
10/05/2024,Magdeburg,Greuther Furth,1.48,2.6
10/05/2024,Paderborn,Hamburg,1.29,3.6
11/05/2024,Hertha,Kaiserslautern,1.4,2.88
11/05/2024,Nurnberg,Elversberg,1.48,2.6
11/05/2024,Schalke 04,Hansa Rostock,1.6,2.3
11/05/2024,Holstein Kiel,Fortuna Dusseldorf,1.5,2.5
12/05/2024,Braunschweig,Wehen,1.7,2.1
12/05/2024,Karlsruhe,Hannover,1.48,2.6
12/05/2024,St Pauli,Osnabruck,1.44,2.7
19/05/2024,Elversberg,Karlsruhe,1.33,3.4
19/05/2024,Fortuna Dusseldorf,Magdeburg,1.44,2.7
19/05/2024,Greuther Furth,Schalke 04,1.44,2.7
19/05/2024,Hamburg,Nurnberg,1.29,3.6
19/05/2024,Hannover,Holstein Kiel,1.48,2.6
19/05/2024,Hansa Rostock,Paderborn,1.5,2.5
19/05/2024,Kaiserslautern,Braunschweig,1.53,2.4
19/05/2024,Osnabruck,Hertha,1.33,3.4
19/05/2024,Wehen,St Pauli,1.53,2.4
02/08/2024,FC Koln,Hamburg,1.57,2.35
03/08/2024,Hannover,Regensburg,1.7,2.1
03/08/2024,Hertha,Paderborn,1.57,2.35
03/08/2024,Karlsruhe,Nurnberg,1.7,2.1
03/08/2024,Magdeburg,Elversberg,1.67,2.15
03/08/2024,Schalke 04,Braunschweig,1.85,2.0
04/08/2024,Darmstadt,Fortuna Dusseldorf,1.7,2.1
04/08/2024,Greuther Furth,Preußen Münster,1.7,2.1
04/08/2024,Ulm,Kaiserslautern,1.8,2.0
09/08/2024,Kaiserslautern,Greuther Furth,1.57,2.35
09/08/2024,Regensburg,Ulm,1.95,1.9
10/08/2024,Elversberg,FC Koln,1.65,2.2
10/08/2024,Fortuna Dusseldorf,Karlsruhe,1.5,2.5
10/08/2024,Nurnberg,Schalke 04,1.57,2.35
10/08/2024,Hamburg,Hertha,1.4,2.88
11/08/2024,Braunschweig,Magdeburg,1.9,1.95
11/08/2024,Paderborn,Darmstadt,1.62,2.25
11/08/2024,Preußen Münster,Hannover,1.6,2.3
23/08/2024,Hannover,Hamburg,1.62,2.25
23/08/2024,Karlsruhe,Elversberg,1.44,2.7
24/08/2024,Greuther Furth,Paderborn,1.53,2.4
24/08/2024,Hertha,Regensburg,1.62,2.25
24/08/2024,Preußen Münster,Kaiserslautern,1.62,2.25
24/08/2024,FC Koln,Braunschweig,1.48,2.6
25/08/2024,Darmstadt,Nurnberg,1.62,2.25
25/08/2024,Magdeburg,Schalke 04,1.57,2.35
25/08/2024,Ulm,Fortuna Dusseldorf,1.73,2.08
30/08/2024,Fortuna Dusseldorf,Hannover,1.8,2.0
30/08/2024,Regensburg,Greuther Furth,1.75,2.05
31/08/2024,Elversberg,Darmstadt,1.53,2.4
31/08/2024,Hamburg,Preußen Münster,1.44,2.7
31/08/2024,Nurnberg,Magdeburg,1.6,2.3
31/08/2024,Kaiserslautern,Hertha,1.6,2.3
01/09/2024,Braunschweig,Karlsruhe,1.5,2.5
01/09/2024,Paderborn,Ulm,1.67,2.15
01/09/2024,Schalke 04,FC Koln,1.5,2.5
13/09/2024,Karlsruhe,Schalke 04,1.5,2.5
13/09/2024,Preußen Münster,Paderborn,1.53,2.4
14/09/2024,Darmstadt,Braunschweig,1.62,2.25
14/09/2024,Hannover,Kaiserslautern,1.67,2.15
14/09/2024,Ulm,Nurnberg,1.83,2.03
14/09/2024,FC Koln,Magdeburg,1.44,2.7
15/09/2024,Greuther Furth,Elversberg,1.5,2.5
15/09/2024,Hamburg,Regensburg,1.53,2.4
15/09/2024,Hertha,Fortuna Dusseldorf,1.67,2.15
20/09/2024,Paderborn,Hannover,1.62,2.25
20/09/2024,Schalke 04,Darmstadt,1.67,2.15
21/09/2024,Braunschweig,Greuther Furth,1.6,2.3
21/09/2024,Fortuna Dusseldorf,FC Koln,1.62,2.25
21/09/2024,Nurnberg,Hertha,1.53,2.4
21/09/2024,Kaiserslautern,Hamburg,1.5,2.5
22/09/2024,Elversberg,Ulm,1.73,2.08
22/09/2024,Magdeburg,Karlsruhe,1.53,2.4
22/09/2024,Regensburg,Preußen Münster,1.83,2.03
27/09/2024,Greuther Furth,Fortuna Dusseldorf,1.57,2.35
27/09/2024,Ulm,Braunschweig,1.93,1.93
28/09/2024,Darmstadt,Magdeburg,1.53,2.4
28/09/2024,Hamburg,Paderborn,1.48,2.6
28/09/2024,Regensburg,Kaiserslautern,1.73,2.08
28/09/2024,Preußen Münster,Schalke 04,1.53,2.4
29/09/2024,FC Koln,Karlsruhe,1.4,2.88
29/09/2024,Hannover,Nurnberg,1.6,2.3
29/09/2024,Hertha,Elversberg,1.44,2.7
04/10/2024,Karlsruhe,Darmstadt,1.5,2.5
04/10/2024,Paderborn,Regensburg,1.48,2.6
05/10/2024,Elversberg,Kaiserslautern,1.53,2.4
05/10/2024,FC Koln,Ulm,1.44,2.7
05/10/2024,Nurnberg,Preußen Münster,1.62,2.25
05/10/2024,Schalke 04,Hertha,1.5,2.5
06/10/2024,Braunschweig,Hannover,1.73,2.08
06/10/2024,Fortuna Dusseldorf,Hamburg,1.57,2.35
06/10/2024,Magdeburg,Greuther Furth,1.53,2.4
18/10/2024,Darmstadt,FC Koln,1.48,2.6
18/10/2024,Hertha,Braunschweig,1.53,2.4
19/10/2024,Hannover,Schalke 04,1.57,2.35
19/10/2024,Preußen Münster,Elversberg,1.53,2.4
19/10/2024,Regensburg,Fortuna Dusseldorf,1.7,2.1
19/10/2024,Kaiserslautern,Paderborn,1.47,2.5
20/10/2024,Greuther Furth,Nurnberg,1.53,2.4
20/10/2024,Hamburg,Magdeburg,1.44,2.7
20/10/2024,Ulm,Karlsruhe,1.62,2.25
25/10/2024,FC Koln,Paderborn,1.44,2.7
25/10/2024,Nurnberg,Regensburg,1.73,2.08
26/10/2024,Elversberg,Hamburg,1.44,2.7
26/10/2024,Karlsruhe,Hertha,1.44,2.7
26/10/2024,Schalke 04,Greuther Furth,1.57,2.35
26/10/2024,Fortuna Dusseldorf,Kaiserslautern,1.62,2.25
27/10/2024,Braunschweig,Preußen Münster,1.65,2.2
27/10/2024,Darmstadt,Ulm,1.83,2.03
27/10/2024,Magdeburg,Hannover,1.67,2.15
01/11/2024,Preußen Münster,Fortuna Dusseldorf,1.62,2.25
01/11/2024,Ulm,Schalke 04,2.05,1.8
02/11/2024,Greuther Furth,Darmstadt,1.57,2.35
02/11/2024,Hannover,Karlsruhe,1.62,2.25
02/11/2024,Regensburg,Elversberg,1.65,2.2
02/11/2024,Hertha,FC Koln,1.4,2.88
03/11/2024,Hamburg,Nurnberg,1.48,2.6
03/11/2024,Kaiserslautern,Magdeburg,1.53,2.4
03/11/2024,Paderborn,Braunschweig,1.57,2.35
08/11/2024,Braunschweig,Hamburg,1.6,2.3
08/11/2024,Nurnberg,Kaiserslautern,1.53,2.4
09/11/2024,Darmstadt,Hertha,1.53,2.4
09/11/2024,FC Koln,Greuther Furth,1.4,2.88
09/11/2024,Magdeburg,Ulm,1.73,2.08
09/11/2024,Fortuna Dusseldorf,Paderborn,1.65,2.2
10/11/2024,Elversberg,Hannover,1.65,2.2
10/11/2024,Karlsruhe,Preußen Münster,1.5,2.5
10/11/2024,Schalke 04,Regensburg,1.65,2.2
22/11/2024,Paderborn,Nurnberg,1.62,2.25
22/11/2024,Preußen Münster,FC Koln,1.67,2.15
23/11/2024,Fortuna Dusseldorf,Elversberg,1.7,2.1
23/11/2024,Greuther Furth,Karlsruhe,1.57,2.35
23/11/2024,Hannover,Darmstadt,1.67,2.15
23/11/2024,Hertha,Ulm,1.73,2.08
23/11/2024,Hamburg,Schalke 04,1.5,2.5
24/11/2024,Kaiserslautern,Braunschweig,1.7,2.1
24/11/2024,Regensburg,Magdeburg,1.67,2.15
29/11/2024,Magdeburg,Hertha,1.57,2.35
29/11/2024,Schalke 04,Kaiserslautern,1.67,2.15
30/11/2024,Braunschweig,Regensburg,1.75,2.05
30/11/2024,Elversberg,Paderborn,1.57,2.35
30/11/2024,FC Koln,Hannover,1.67,2.15
30/11/2024,Darmstadt,Preußen Münster,1.65,2.2
01/12/2024,Karlsruhe,Hamburg,1.53,2.4
01/12/2024,Nurnberg,Fortuna Dusseldorf,1.73,2.08
01/12/2024,Ulm,Greuther Furth,1.88,1.98
06/12/2024,Elversberg,Nurnberg,1.6,2.3
06/12/2024,Paderborn,Schalke 04,1.67,2.15
07/12/2024,Greuther Furth,Hertha,1.5,2.5
07/12/2024,Hannover,Ulm,1.88,1.98
07/12/2024,Kaiserslautern,Karlsruhe,1.54,2.35
07/12/2024,Preußen Münster,Magdeburg,1.75,2.05
08/12/2024,Fortuna Dusseldorf,Braunschweig,1.83,2.03
08/12/2024,Hamburg,Darmstadt,1.48,2.6
08/12/2024,Regensburg,FC Koln,1.65,2.2
13/12/2024,Hertha,Preußen Münster,1.67,2.15
13/12/2024,Karlsruhe,Regensburg,1.62,2.25
14/12/2024,Magdeburg,Paderborn,1.62,2.25
14/12/2024,Schalke 04,Fortuna Dusseldorf,1.67,2.15
14/12/2024,Ulm,Hamburg,1.62,2.25
14/12/2024,Darmstadt,Kaiserslautern,1.57,2.35
15/12/2024,Braunschweig,Elversberg,1.73,2.08
15/12/2024,FC Koln,Nurnberg,1.57,2.35
15/12/2024,Greuther Furth,Hannover,1.67,2.15
20/12/2024,Elversberg,Schalke 04,1.53,2.4
20/12/2024,Fortuna Dusseldorf,Magdeburg,1.57,2.35
21/12/2024,Hamburg,Greuther Furth,1.53,2.4
21/12/2024,Paderborn,Karlsruhe,1.57,2.35
21/12/2024,Preußen Münster,Ulm,2.05,1.75
21/12/2024,Nurnberg,Braunschweig,1.67,2.15
22/12/2024,Hannover,Hertha,1.62,2.25
22/12/2024,Kaiserslautern,FC Koln,1.57,2.35
22/12/2024,Regensburg,Darmstadt,1.7,2.1
17/01/2025,Fortuna Dusseldorf,Darmstadt,1.62,2.25
17/01/2025,Regensburg,Hannover,1.9,1.95
18/01/2025,Braunschweig,Schalke 04,1.65,2.2
18/01/2025,Kaiserslautern,Ulm,1.83,2.03
18/01/2025,Preußen Münster,Greuther Furth,1.85,2.0
18/01/2025,Hamburg,FC Koln,1.57,2.35
19/01/2025,Elversberg,Magdeburg,1.57,2.35
19/01/2025,Nurnberg,Karlsruhe,1.53,2.4
19/01/2025,Paderborn,Hertha,1.6,2.3
24/01/2025,Greuther Furth,Kaiserslautern,1.62,2.25
24/01/2025,Magdeburg,Braunschweig,1.57,2.35
25/01/2025,FC Koln,Elversberg,1.53,2.4
25/01/2025,Karlsruhe,Fortuna Dusseldorf,1.54,2.35
25/01/2025,Schalke 04,Nurnberg,1.57,2.35
25/01/2025,Hertha,Hamburg,1.48,2.6
26/01/2025,Darmstadt,Paderborn,1.65,2.2
26/01/2025,Hannover,Preußen Münster,1.88,1.98
26/01/2025,Ulm,Regensburg,2.2,1.65
31/01/2025,Elversberg,Karlsruhe,1.53,2.4
31/01/2025,Nurnberg,Darmstadt,1.6,2.3
01/02/2025,Braunschweig,FC Koln,1.73,2.08
01/02/2025,Fortuna Dusseldorf,Ulm,1.8,2.0
01/02/2025,Regensburg,Hertha,1.7,2.1
01/02/2025,Schalke 04,Magdeburg,1.53,2.4
02/02/2025,Hamburg,Hannover,1.67,2.15
02/02/2025,Kaiserslautern,Preußen Münster,1.83,2.03
02/02/2025,Paderborn,Greuther Furth,1.57,2.35
07/02/2025,Greuther Furth,Regensburg,1.95,1.9
07/02/2025,Preußen Münster,Hamburg,1.67,2.15
08/02/2025,Darmstadt,Elversberg,1.57,2.35
08/02/2025,Magdeburg,Nurnberg,1.53,2.4
08/02/2025,Ulm,Paderborn,1.83,2.03
08/02/2025,Hertha,Kaiserslautern,1.57,2.35
09/02/2025,FC Koln,Schalke 04,1.57,2.35
09/02/2025,Hannover,Fortuna Dusseldorf,1.67,2.15
09/02/2025,Karlsruhe,Braunschweig,1.65,2.2
14/02/2025,Magdeburg,FC Koln,1.57,2.35
14/02/2025,Paderborn,Preußen Münster,1.83,2.03
15/02/2025,Braunschweig,Darmstadt,1.73,2.08
15/02/2025,Elversberg,Greuther Furth,1.53,2.4
15/02/2025,Kaiserslautern,Hannover,1.67,2.15
15/02/2025,Fortuna Dusseldorf,Hertha,1.57,2.35
16/02/2025,Nurnberg,Ulm,1.7,2.1
16/02/2025,Regensburg,Hamburg,1.7,2.1
16/02/2025,Schalke 04,Karlsruhe,1.54,2.35
21/02/2025,Hamburg,Kaiserslautern,1.5,2.5
21/02/2025,Hertha,Nurnberg,1.57,2.35
22/02/2025,Karlsruhe,Magdeburg,1.48,2.6
22/02/2025,Preußen Münster,Regensburg,2.1,1.7
22/02/2025,Ulm,Elversberg,1.85,2.0
22/02/2025,Hannover,Paderborn,1.7,2.1
23/02/2025,Darmstadt,Schalke 04,1.65,2.2
23/02/2025,FC Koln,Fortuna Dusseldorf,1.67,2.15
23/02/2025,Greuther Furth,Braunschweig,1.8,2.0
28/02/2025,Fortuna Dusseldorf,Greuther Furth,1.62,2.25
28/02/2025,Schalke 04,Preußen Münster,1.85,2.0
01/03/2025,Braunschweig,Ulm,2.05,1.75
01/03/2025,Kaiserslautern,Regensburg,1.67,2.15
01/03/2025,Nurnberg,Hannover,1.75,2.05
01/03/2025,Karlsruhe,FC Koln,1.58,2.25
02/03/2025,Elversberg,Hertha,1.57,2.35
02/03/2025,Magdeburg,Darmstadt,1.53,2.4
02/03/2025,Paderborn,Hamburg,1.62,2.25
07/03/2025,Darmstadt,Karlsruhe,1.72,2.05
07/03/2025,Kaiserslautern,Elversberg,1.54,2.35
08/03/2025,Greuther Furth,Magdeburg,1.57,2.35
08/03/2025,Hertha,Schalke 04,1.62,2.25
08/03/2025,Ulm,FC Koln,2.08,1.73
08/03/2025,Hamburg,Fortuna Dusseldorf,1.53,2.4
09/03/2025,Hannover,Braunschweig,1.75,2.05
09/03/2025,Preußen Münster,Nurnberg,1.89,1.84
09/03/2025,Regensburg,Paderborn,1.77,1.97
14/03/2025,Magdeburg,Hamburg,1.5,2.5
14/03/2025,Schalke 04,Hannover,1.9,1.95
15/03/2025,Elversberg,Preußen Münster,1.88,1.98
15/03/2025,Fortuna Dusseldorf,Regensburg,1.7,2.1
15/03/2025,Paderborn,Kaiserslautern,1.6,2.3
15/03/2025,FC Koln,Darmstadt,1.93,1.93
16/03/2025,Braunschweig,Hertha,1.75,2.05
16/03/2025,Karlsruhe,Ulm,1.93,1.93
16/03/2025,Nurnberg,Greuther Furth,1.69,2.07
28/03/2025,Hamburg,Elversberg,1.57,2.35
28/03/2025,Ulm,Darmstadt,2.07,1.69
29/03/2025,Hannover,Magdeburg,1.62,2.25
29/03/2025,Hertha,Karlsruhe,1.6,2.3
29/03/2025,Paderborn,FC Koln,1.93,1.93
29/03/2025,Kaiserslautern,Fortuna Dusseldorf,1.62,2.25
30/03/2025,Greuther Furth,Schalke 04,1.75,2.05
30/03/2025,Preußen Münster,Braunschweig,2.1,1.7
30/03/2025,Regensburg,Nurnberg,1.95,1.9
04/04/2025,Braunschweig,Paderborn,1.67,2.15
04/04/2025,Karlsruhe,Hannover,1.6,2.3
05/04/2025,Darmstadt,Greuther Furth,1.73,2.08
05/04/2025,Fortuna Dusseldorf,Preußen Münster,1.85,2.0
05/04/2025,Nurnberg,Hamburg,1.62,2.25
05/04/2025,FC Koln,Hertha,1.83,2.03
06/04/2025,Elversberg,Regensburg,1.67,2.15
06/04/2025,Magdeburg,Kaiserslautern,1.48,2.6
06/04/2025,Schalke 04,Ulm,1.88,1.98
11/04/2025,Greuther Furth,FC Koln,1.85,1.95
11/04/2025,Hamburg,Braunschweig,1.4,2.88
12/04/2025,Hannover,Elversberg,1.67,2.15
12/04/2025,Hertha,Darmstadt,1.67,2.15
12/04/2025,Ulm,Magdeburg,1.7,2.1
12/04/2025,Kaiserslautern,Nurnberg,1.57,2.35
13/04/2025,Paderborn,Fortuna Dusseldorf,1.57,2.35
13/04/2025,Preußen Münster,Karlsruhe,1.8,2.0
13/04/2025,Regensburg,Schalke 04,1.85,2.0
19/04/2025,Braunschweig,Kaiserslautern,1.67,2.15
19/04/2025,Elversberg,Fortuna Dusseldorf,1.62,2.25
19/04/2025,Nurnberg,Paderborn,1.62,2.25
19/04/2025,Schalke 04,Hamburg,1.53,2.4
20/04/2025,Darmstadt,Hannover,1.73,2.08
20/04/2025,FC Koln,Preußen Münster,1.67,2.15
20/04/2025,Karlsruhe,Greuther Furth,1.67,2.15
20/04/2025,Magdeburg,Regensburg,1.53,2.4
20/04/2025,Ulm,Hertha,1.88,1.98
25/04/2025,Greuther Furth,Ulm,1.98,1.88
25/04/2025,Hertha,Magdeburg,1.44,2.7
26/04/2025,Paderborn,Elversberg,1.6,2.3
26/04/2025,Preußen Münster,Darmstadt,1.7,2.1
26/04/2025,Regensburg,Braunschweig,1.98,1.88
26/04/2025,Fortuna Dusseldorf,Nurnberg,1.65,2.2
27/04/2025,Hamburg,Karlsruhe,1.4,2.88
27/04/2025,Hannover,FC Koln,1.7,2.1
27/04/2025,Kaiserslautern,Schalke 04,1.57,2.35
02/05/2025,Magdeburg,Preußen Münster,1.41,2.7
02/05/2025,Schalke 04,Paderborn,1.47,2.5
03/05/2025,Braunschweig,Fortuna Dusseldorf,1.65,2.2
03/05/2025,Darmstadt,Hamburg,1.44,2.7
03/05/2025,Ulm,Hannover,1.88,1.98
03/05/2025,FC Koln,Regensburg,1.44,2.6
04/05/2025,Hertha,Greuther Furth,1.6,2.3
04/05/2025,Karlsruhe,Kaiserslautern,1.57,2.35
04/05/2025,Nurnberg,Elversberg,1.62,2.25
09/05/2025,Nurnberg,FC Koln,1.5,2.5
09/05/2025,Preußen Münster,Hertha,1.57,2.35
10/05/2025,Elversberg,Braunschweig,1.53,2.4
10/05/2025,Fortuna Dusseldorf,Schalke 04,1.44,2.7
10/05/2025,Paderborn,Magdeburg,1.48,2.6
10/05/2025,Hamburg,Ulm,1.48,2.6
11/05/2025,Hannover,Greuther Furth,1.65,2.2
11/05/2025,Kaiserslautern,Darmstadt,1.53,2.4
11/05/2025,Regensburg,Karlsruhe,1.62,2.25
18/05/2025,Braunschweig,Nurnberg,1.5,2.5
18/05/2025,Darmstadt,Regensburg,1.48,2.6
18/05/2025,FC Koln,Kaiserslautern,1.44,2.7
18/05/2025,Greuther Furth,Hamburg,1.4,2.88
18/05/2025,Hertha,Hannover,1.5,2.5
18/05/2025,Karlsruhe,Paderborn,1.4,2.88
18/05/2025,Magdeburg,Fortuna Dusseldorf,1.44,2.7
18/05/2025,Schalke 04,Elversberg,1.44,2.7
18/05/2025,Ulm,Preußen Münster,1.67,2.15
13/08/2021,Brentford,Arsenal,2.1,1.72
14/08/2021,Man United,Leeds,1.61,2.3
14/08/2021,Burnley,Brighton,2.5,1.53
14/08/2021,Chelsea,Crystal Palace,1.8,2.0
14/08/2021,Everton,Southampton,2.0,1.8
14/08/2021,Leicester,Wolves,2.09,1.84
14/08/2021,Watford,Aston Villa,2.0,1.8
14/08/2021,Norwich,Liverpool,1.53,2.5
15/08/2021,Newcastle,West Ham,1.99,1.94
15/08/2021,Tottenham,Man City,1.89,2.04
21/08/2021,Liverpool,Burnley,1.53,2.5
21/08/2021,Aston Villa,Newcastle,1.72,2.1
21/08/2021,Crystal Palace,Brentford,2.3,1.61
21/08/2021,Leeds,Everton,1.72,2.1
21/08/2021,Man City,Norwich,1.33,3.4
21/08/2021,Brighton,Watford,2.2,1.66
22/08/2021,Southampton,Man United,1.72,2.1
22/08/2021,Wolves,Tottenham,2.2,1.66
22/08/2021,Arsenal,Chelsea,2.1,1.72
23/08/2021,West Ham,Leicester,1.8,2.0
28/08/2021,Man City,Arsenal,1.57,2.37
28/08/2021,Aston Villa,Brentford,1.9,1.9
28/08/2021,Brighton,Everton,2.2,1.66
28/08/2021,Newcastle,Southampton,1.85,2.05
28/08/2021,Norwich,Leicester,1.8,2.0
28/08/2021,West Ham,Crystal Palace,1.9,1.9
28/08/2021,Liverpool,Chelsea,2.0,1.8
29/08/2021,Burnley,Leeds,1.72,2.1
29/08/2021,Tottenham,Watford,1.8,2.0
29/08/2021,Wolves,Man United,2.0,1.8
11/09/2021,Crystal Palace,Tottenham,2.1,1.72
11/09/2021,Arsenal,Norwich,1.72,2.1
11/09/2021,Brentford,Brighton,2.5,1.53
11/09/2021,Leicester,Man City,1.72,2.1
11/09/2021,Man United,Newcastle,1.44,2.75
11/09/2021,Southampton,West Ham,1.72,2.1
11/09/2021,Watford,Wolves,2.3,1.61
11/09/2021,Chelsea,Aston Villa,1.8,2.0
12/09/2021,Leeds,Liverpool,1.57,2.37
13/09/2021,Everton,Burnley,2.0,1.8
17/09/2021,Newcastle,Leeds,1.61,2.3
18/09/2021,Wolves,Brentford,2.5,1.53
18/09/2021,Burnley,Arsenal,2.0,1.8
18/09/2021,Liverpool,Crystal Palace,1.5,2.62
18/09/2021,Man City,Southampton,1.36,3.2
18/09/2021,Norwich,Watford,2.1,1.72
18/09/2021,Aston Villa,Everton,2.0,1.8
19/09/2021,Brighton,Leicester,2.1,1.72
19/09/2021,West Ham,Man United,1.66,2.2
19/09/2021,Tottenham,Chelsea,2.0,1.8
25/09/2021,Chelsea,Man City,2.1,1.72
25/09/2021,Man United,Aston Villa,1.57,2.37
25/09/2021,Everton,Norwich,1.9,1.9
25/09/2021,Leeds,West Ham,1.57,2.37
25/09/2021,Leicester,Burnley,1.9,1.9
25/09/2021,Watford,Newcastle,2.0,1.8
25/09/2021,Brentford,Liverpool,1.72,2.1
26/09/2021,Southampton,Wolves,2.1,1.72
26/09/2021,Arsenal,Tottenham,2.0,1.8
27/09/2021,Crystal Palace,Brighton,2.3,1.61
02/10/2021,Man United,Everton,1.8,2.0
02/10/2021,Burnley,Norwich,1.9,1.9
02/10/2021,Chelsea,Southampton,1.8,2.0
02/10/2021,Leeds,Watford,1.66,2.2
02/10/2021,Wolves,Newcastle,1.9,1.9
02/10/2021,Brighton,Arsenal,2.0,1.8
03/10/2021,Crystal Palace,Leicester,2.0,1.8
03/10/2021,Tottenham,Aston Villa,1.9,1.9
03/10/2021,West Ham,Brentford,1.9,1.9
03/10/2021,Liverpool,Man City,1.72,2.1
16/10/2021,Watford,Liverpool,1.57,2.37
16/10/2021,Aston Villa,Wolves,2.1,1.72
16/10/2021,Leicester,Man United,1.72,2.1
16/10/2021,Man City,Burnley,1.36,3.2
16/10/2021,Norwich,Brighton,2.1,1.72
16/10/2021,Southampton,Leeds,1.72,2.1
16/10/2021,Brentford,Chelsea,2.0,1.8
17/10/2021,Everton,West Ham,1.9,1.9
17/10/2021,Newcastle,Tottenham,1.8,2.0
18/10/2021,Arsenal,Crystal Palace,1.97,1.93
22/10/2021,Arsenal,Aston Villa,1.72,2.1
23/10/2021,Chelsea,Norwich,1.66,2.2
23/10/2021,Crystal Palace,Newcastle,1.9,1.9
23/10/2021,Everton,Watford,2.0,1.8
23/10/2021,Leeds,Wolves,1.9,1.9
23/10/2021,Southampton,Burnley,1.9,1.9
23/10/2021,Brighton,Man City,1.8,2.0
24/10/2021,Brentford,Leicester,1.9,1.9
24/10/2021,West Ham,Tottenham,1.72,2.1
24/10/2021,Man United,Liverpool,1.53,2.5
30/10/2021,Leicester,Arsenal,1.8,2.0
30/10/2021,Burnley,Brentford,2.2,1.66
30/10/2021,Liverpool,Brighton,1.53,2.5
30/10/2021,Man City,Crystal Palace,1.44,2.75
30/10/2021,Newcastle,Chelsea,1.72,2.1
30/10/2021,Watford,Southampton,1.9,1.9
30/10/2021,Tottenham,Man United,1.72,2.1
31/10/2021,Norwich,Leeds,1.72,2.1
31/10/2021,Aston Villa,West Ham,1.8,2.0
01/11/2021,Wolves,Everton,2.3,1.61
05/11/2021,Southampton,Aston Villa,1.72,2.1
06/11/2021,Man United,Man City,1.57,2.37
06/11/2021,Brentford,Norwich,2.0,1.8
06/11/2021,Chelsea,Burnley,1.72,2.1
06/11/2021,Crystal Palace,Wolves,2.37,1.57
06/11/2021,Brighton,Newcastle,1.9,1.9
07/11/2021,Arsenal,Watford,1.57,2.37
07/11/2021,Everton,Tottenham,2.0,1.8
07/11/2021,Leeds,Leicester,1.66,2.2
07/11/2021,West Ham,Liverpool,1.5,2.62
20/11/2021,Leicester,Chelsea,2.03,1.87
20/11/2021,Aston Villa,Brighton,2.1,1.72
20/11/2021,Burnley,Crystal Palace,2.2,1.66
20/11/2021,Newcastle,Brentford,2.0,1.9
20/11/2021,Norwich,Southampton,2.03,1.87
20/11/2021,Watford,Man United,1.66,2.2
20/11/2021,Wolves,West Ham,2.0,1.8
20/11/2021,Liverpool,Arsenal,1.5,2.62
21/11/2021,Man City,Everton,1.5,2.62
21/11/2021,Tottenham,Leeds,1.72,2.1
27/11/2021,Arsenal,Newcastle,1.61,2.3
27/11/2021,Crystal Palace,Aston Villa,2.07,1.86
27/11/2021,Liverpool,Southampton,1.4,3.0
27/11/2021,Norwich,Wolves,2.3,1.61
27/11/2021,Brighton,Leeds,1.98,1.95
28/11/2021,Brentford,Everton,2.1,1.72
28/11/2021,Leicester,Watford,1.66,2.2
28/11/2021,Man City,West Ham,1.5,2.62
28/11/2021,Chelsea,Man United,1.8,2.0
30/11/2021,Newcastle,Norwich,1.85,2.05
30/11/2021,Leeds,Crystal Palace,1.94,1.96
01/12/2021,Southampton,Leicester,1.72,2.1
01/12/2021,Watford,Chelsea,1.72,2.1
01/12/2021,West Ham,Brighton,2.06,1.84
01/12/2021,Wolves,Burnley,2.2,1.66
01/12/2021,Aston Villa,Man City,1.61,2.3
01/12/2021,Everton,Liverpool,1.57,2.37
02/12/2021,Tottenham,Brentford,1.92,1.98
02/12/2021,Man United,Arsenal,1.8,2.0
04/12/2021,West Ham,Chelsea,2.0,1.8
04/12/2021,Newcastle,Burnley,1.96,1.94
04/12/2021,Southampton,Brighton,2.2,1.66
04/12/2021,Wolves,Liverpool,1.66,2.2
04/12/2021,Watford,Man City,1.44,2.75
05/12/2021,Leeds,Brentford,1.96,1.94
05/12/2021,Man United,Crystal Palace,1.8,2.0
05/12/2021,Tottenham,Norwich,1.87,2.03
05/12/2021,Aston Villa,Leicester,1.9,2.0
06/12/2021,Everton,Arsenal,2.06,1.84
10/12/2021,Brentford,Watford,2.01,1.89
11/12/2021,Man City,Wolves,1.53,2.5
11/12/2021,Arsenal,Southampton,1.8,2.0
11/12/2021,Chelsea,Leeds,1.57,2.37
11/12/2021,Liverpool,Aston Villa,1.4,3.0
11/12/2021,Norwich,Man United,1.72,2.1
12/12/2021,Burnley,West Ham,1.87,2.03
12/12/2021,Leicester,Newcastle,1.57,2.37
12/12/2021,Crystal Palace,Everton,2.3,1.61
14/12/2021,Norwich,Aston Villa,2.1,1.72
14/12/2021,Man City,Leeds,1.36,3.2
15/12/2021,Brighton,Wolves,2.5,1.53
15/12/2021,Crystal Palace,Southampton,2.1,1.72
