Date,HomeTeam,AwayTeam,B365>2.5,B365<2.5
11/08/2024,Utrecht,Zwolle,1.57,2.35
11/08/2024,Ajax,Heerenveen,1.4,2.88
16/08/2024,For Sittard,Almere City,2.0,1.85
17/08/2024,Heerenveen,Utrecht,1.62,2.25
17/08/2024,Twente,Sparta Rotterdam,1.57,2.35
17/08/2024,AZ Alkmaar,Nijmegen,1.57,2.35
17/08/2024,Waalwijk,Groningen,1.53,2.4
18/08/2024,Heracles,PSV Eindhoven,1.22,4.2
18/08/2024,Willem II,Go Ahead Eagles,1.75,2.05
18/08/2024,Zwolle,Feyenoord,1.3,3.5
18/08/2024,NAC Breda,Ajax,1.33,3.4
24/08/2024,Nijmegen,Zwolle,1.57,2.35
24/08/2024,Almere City,PSV Eindhoven,1.33,3.4
24/08/2024,NAC Breda,Utrecht,1.65,2.2
25/08/2024,Groningen,AZ Alkmaar,1.7,2.1
25/08/2024,Heracles,Willem II,1.7,2.15
25/08/2024,Sparta Rotterdam,Feyenoord,1.53,2.4
25/08/2024,Go Ahead Eagles,Waalwijk,1.62,2.25
30/08/2024,Waalwijk,AZ Alkmaar,1.62,2.25
31/08/2024,Almere City,Groningen,1.93,1.93
31/08/2024,For Sittard,Nijmegen,1.83,2.03
31/08/2024,Heerenveen,NAC Breda,1.62,2.25
31/08/2024,Willem II,Sparta Rotterdam,1.9,1.95
01/09/2024,Utrecht,Twente,1.83,2.03
01/09/2024,Zwolle,Heracles,1.7,2.1
01/09/2024,PSV Eindhoven,Go Ahead Eagles,1.22,4.2
14/09/2024,PSV Eindhoven,Nijmegen,1.25,4.0
14/09/2024,Twente,Zwolle,1.57,2.35
14/09/2024,Groningen,Feyenoord,1.62,2.25
14/09/2024,NAC Breda,For Sittard,1.88,1.98
14/09/2024,AZ Alkmaar,Heerenveen,1.57,2.35
15/09/2024,Sparta Rotterdam,Go Ahead Eagles,1.8,2.0
15/09/2024,Willem II,Waalwijk,1.88,1.98
15/09/2024,Heracles,Almere City,2.03,1.83
17/09/2024,Twente,Heerenveen,1.4,2.88
18/09/2024,Ajax,For Sittard,1.5,2.5
20/09/2024,Zwolle,AZ Alkmaar,1.53,2.4
21/09/2024,Utrecht,Willem II,1.8,2.0
21/09/2024,Waalwijk,Sparta Rotterdam,1.73,2.08
21/09/2024,Go Ahead Eagles,Ajax,1.67,2.15
21/09/2024,Nijmegen,Heracles,1.62,2.25
22/09/2024,Heerenveen,Groningen,1.73,2.08
22/09/2024,Almere City,Twente,1.65,2.2
22/09/2024,Feyenoord,NAC Breda,1.36,3.1
22/09/2024,For Sittard,PSV Eindhoven,1.4,2.88
27/09/2024,Heracles,Heerenveen,1.6,2.3
28/09/2024,Willem II,PSV Eindhoven,1.33,3.4
28/09/2024,Nijmegen,Feyenoord,1.57,2.35
28/09/2024,Sparta Rotterdam,For Sittard,1.93,1.93
29/09/2024,Zwolle,Almere City,1.8,2.0
29/09/2024,Groningen,Go Ahead Eagles,1.75,2.05
29/09/2024,Twente,NAC Breda,1.4,2.88
29/09/2024,Waalwijk,Ajax,1.44,2.7
29/09/2024,AZ Alkmaar,Utrecht,1.7,2.1
04/10/2024,Almere City,Willem II,2.15,1.67
05/10/2024,NAC Breda,Nijmegen,1.83,2.03
05/10/2024,PSV Eindhoven,Sparta Rotterdam,1.33,3.4
05/10/2024,Utrecht,Waalwijk,1.5,2.5
06/10/2024,Go Ahead Eagles,Heracles,1.67,2.15
06/10/2024,Feyenoord,Twente,1.65,2.2
06/10/2024,Heerenveen,Zwolle,1.53,2.4
06/10/2024,Ajax,Groningen,1.57,2.35
06/10/2024,For Sittard,AZ Alkmaar,1.83,2.03
19/10/2024,Sparta Rotterdam,Almere City,1.7,2.1
19/10/2024,AZ Alkmaar,PSV Eindhoven,1.6,2.3
19/10/2024,Nijmegen,Heerenveen,1.65,2.2
19/10/2024,Waalwijk,Twente,1.53,2.4
19/10/2024,Go Ahead Eagles,Feyenoord,1.7,2.1
20/10/2024,Willem II,For Sittard,2.1,1.7
20/10/2024,Groningen,Utrecht,1.8,2.0
20/10/2024,Heracles,Ajax,1.5,2.5
20/10/2024,Zwolle,NAC Breda,1.8,2.0
25/10/2024,Almere City,Nijmegen,2.0,1.85
26/10/2024,For Sittard,Groningen,2.05,1.8
26/10/2024,PSV Eindhoven,Zwolle,1.2,4.33
26/10/2024,NAC Breda,Waalwijk,1.75,2.05
26/10/2024,Heerenveen,Sparta Rotterdam,1.6,2.3
27/10/2024,Utrecht,Feyenoord,1.67,2.15
27/10/2024,Twente,Heracles,1.4,2.88
27/10/2024,Ajax,Willem II,1.53,2.4
27/10/2024,AZ Alkmaar,Go Ahead Eagles,1.67,2.15
30/10/2024,Feyenoord,Ajax,1.62,2.25
02/11/2024,Willem II,Twente,1.98,1.88
02/11/2024,Ajax,PSV Eindhoven,1.57,2.35
02/11/2024,Heracles,NAC Breda,1.85,2.0
02/11/2024,Feyenoord,AZ Alkmaar,1.7,2.1
02/11/2024,For Sittard,Heerenveen,1.93,1.93
03/11/2024,Go Ahead Eagles,Zwolle,1.67,2.15
03/11/2024,Nijmegen,Groningen,1.93,1.93
03/11/2024,Sparta Rotterdam,Utrecht,1.85,2.0
03/11/2024,Waalwijk,Almere City,1.8,2.0
08/11/2024,Utrecht,Heracles,1.7,2.1
09/11/2024,Groningen,Sparta Rotterdam,1.85,2.0
09/11/2024,Zwolle,For Sittard,2.0,1.85
09/11/2024,NAC Breda,PSV Eindhoven,1.44,2.7
09/11/2024,Waalwijk,Nijmegen,1.7,2.1
10/11/2024,Almere City,Feyenoord,1.57,2.35
10/11/2024,Heerenveen,Go Ahead Eagles,1.67,2.15
10/11/2024,Twente,Ajax,1.7,2.1
10/11/2024,AZ Alkmaar,Willem II,1.75,2.05
23/11/2024,Go Ahead Eagles,Almere City,1.93,1.93
23/11/2024,Feyenoord,Heerenveen,1.5,2.5
23/11/2024,Heracles,Waalwijk,1.67,2.15
23/11/2024,For Sittard,Twente,1.93,1.93
23/11/2024,PSV Eindhoven,Groningen,1.36,3.1
24/11/2024,Nijmegen,Utrecht,1.9,1.95
24/11/2024,Sparta Rotterdam,AZ Alkmaar,1.83,2.03
24/11/2024,Willem II,NAC Breda,2.25,1.62
24/11/2024,Ajax,Zwolle,1.4,2.88
29/11/2024,Heerenveen,Waalwijk,1.57,2.35
30/11/2024,NAC Breda,Almere City,2.15,1.67
30/11/2024,Groningen,Willem II,2.25,1.62
30/11/2024,Feyenoord,For Sittard,1.65,2.2
30/11/2024,Zwolle,Sparta Rotterdam,1.9,1.95
01/12/2024,Utrecht,PSV Eindhoven,1.53,2.4
01/12/2024,AZ Alkmaar,Heracles,1.53,2.4
01/12/2024,Twente,Go Ahead Eagles,1.7,2.1
01/12/2024,Nijmegen,Ajax,1.67,2.15
04/12/2024,Ajax,Utrecht,1.5,2.5
06/12/2024,PSV Eindhoven,Twente,1.33,3.4
07/12/2024,Go Ahead Eagles,Nijmegen,1.73,2.08
07/12/2024,Sparta Rotterdam,NAC Breda,2.0,1.85
07/12/2024,Waalwijk,Feyenoord,1.44,2.7
07/12/2024,Heracles,For Sittard,2.03,1.83
08/12/2024,Groningen,Zwolle,1.98,1.88
08/12/2024,AZ Alkmaar,Ajax,1.73,2.08
08/12/2024,Willem II,Heerenveen,2.15,1.67
08/12/2024,Almere City,Utrecht,1.8,2.0
13/12/2024,Zwolle,Willem II,2.1,1.7
14/12/2024,Heerenveen,PSV Eindhoven,1.33,3.4
14/12/2024,For Sittard,Waalwijk,1.8,2.0
14/12/2024,Feyenoord,Heracles,1.44,2.7
15/12/2024,Utrecht,Go Ahead Eagles,1.73,2.08
15/12/2024,Nijmegen,Sparta Rotterdam,1.9,1.95
15/12/2024,Twente,Groningen,1.7,2.1
15/12/2024,Ajax,Almere City,1.36,3.1
15/12/2024,NAC Breda,AZ Alkmaar,1.93,1.93
20/12/2024,Waalwijk,Zwolle,1.67,2.15
21/12/2024,Go Ahead Eagles,NAC Breda,1.9,1.95
21/12/2024,Almere City,Heerenveen,1.98,1.88
21/12/2024,AZ Alkmaar,Twente,1.85,2.0
22/12/2024,Sparta Rotterdam,Ajax,1.67,2.15
22/12/2024,PSV Eindhoven,Feyenoord,1.48,2.6
22/12/2024,Utrecht,For Sittard,1.83,2.03
22/12/2024,Willem II,Nijmegen,2.1,1.7
10/01/2025,For Sittard,Go Ahead Eagles,1.85,2.0
11/01/2025,Heracles,Sparta Rotterdam,1.8,2.0
11/01/2025,Ajax,Waalwijk,1.25,4.0
11/01/2025,Zwolle,Nijmegen,1.88,1.98
11/01/2025,PSV Eindhoven,AZ Alkmaar,1.44,2.7
12/01/2025,Twente,Willem II,1.67,2.15
12/01/2025,Feyenoord,Utrecht,1.53,2.4
12/01/2025,Groningen,Almere City,2.1,1.7
12/01/2025,NAC Breda,Heerenveen,1.9,1.95
18/01/2025,Zwolle,PSV Eindhoven,1.33,3.4
18/01/2025,Utrecht,AZ Alkmaar,1.75,2.05
18/01/2025,Willem II,Feyenoord,1.62,2.25
18/01/2025,Go Ahead Eagles,Groningen,1.8,2.0
19/01/2025,NAC Breda,Twente,1.73,2.08
19/01/2025,Almere City,Heracles,2.0,1.85
19/01/2025,Heerenveen,Ajax,1.62,2.25
19/01/2025,Nijmegen,For Sittard,1.98,1.88
19/01/2025,Sparta Rotterdam,Waalwijk,1.6,2.3
24/01/2025,Heracles,Utrecht,1.73,2.08
25/01/2025,PSV Eindhoven,NAC Breda,1.25,4.0
25/01/2025,Groningen,Heerenveen,2.05,1.75
26/01/2025,For Sittard,Zwolle,1.98,1.88
26/01/2025,Waalwijk,Willem II,1.98,1.88
26/01/2025,AZ Alkmaar,Sparta Rotterdam,1.8,2.0
28/01/2025,Heracles,Groningen,2.0,1.85
31/01/2025,NAC Breda,Heracles,1.85,2.0
01/02/2025,Zwolle,Utrecht,1.7,2.1
01/02/2025,Heerenveen,For Sittard,1.9,1.95
01/02/2025,Nijmegen,PSV Eindhoven,1.44,2.7
02/02/2025,Almere City,Waalwijk,1.98,1.88
02/02/2025,Ajax,Feyenoord,1.67,2.15
02/02/2025,Go Ahead Eagles,Twente,1.65,2.2
02/02/2025,Sparta Rotterdam,Groningen,2.03,1.83
02/02/2025,Willem II,AZ Alkmaar,2.03,1.83
08/02/2025,Heracles,Go Ahead Eagles,1.67,2.15
08/02/2025,PSV Eindhoven,Willem II,1.3,3.5
08/02/2025,Groningen,Nijmegen,2.05,1.75
08/02/2025,Feyenoord,Sparta Rotterdam,1.57,2.35
09/02/2025,Utrecht,Almere City,1.67,2.15
09/02/2025,For Sittard,Ajax,1.65,2.2
09/02/2025,Waalwijk,NAC Breda,1.7,2.1
09/02/2025,AZ Alkmaar,Zwolle,1.65,2.2
09/02/2025,Heerenveen,Twente,1.7,2.1
14/02/2025,Go Ahead Eagles,Sparta Rotterdam,1.7,2.1
15/02/2025,PSV Eindhoven,Utrecht,1.4,2.88
15/02/2025,NAC Breda,Feyenoord,1.57,2.35
15/02/2025,Willem II,Groningen,2.35,1.57
16/02/2025,Nijmegen,Almere City,1.9,1.95
16/02/2025,Twente,Waalwijk,1.44,2.7
16/02/2025,Zwolle,Heerenveen,1.8,2.0
16/02/2025,Ajax,Heracles,1.4,2.88
22/02/2025,Feyenoord,Almere City,1.44,2.7
23/02/2025,Ajax,Go Ahead Eagles,1.5,2.5
23/02/2025,Twente,Nijmegen,1.62,2.25
23/02/2025,AZ Alkmaar,For Sittard,1.65,2.2
28/02/2025,Waalwijk,For Sittard,1.65,2.2
01/03/2025,Utrecht,NAC Breda,1.62,2.25
01/03/2025,Go Ahead Eagles,PSV Eindhoven,1.44,2.7
01/03/2025,Groningen,Twente,1.95,1.9
01/03/2025,Feyenoord,Nijmegen,1.57,2.35
02/03/2025,Heerenveen,AZ Alkmaar,2.0,1.85
02/03/2025,Almere City,Ajax,1.65,2.2
02/03/2025,Heracles,Zwolle,1.85,2.0
02/03/2025,Sparta Rotterdam,Willem II,2.0,1.85
07/03/2025,NAC Breda,Sparta Rotterdam,1.95,1.9
08/03/2025,For Sittard,Heracles,1.93,1.93
08/03/2025,PSV Eindhoven,Heerenveen,1.33,3.4
09/03/2025,Willem II,Utrecht,2.0,1.85
09/03/2025,Nijmegen,Go Ahead Eagles,1.69,2.07
09/03/2025,Zwolle,Ajax,1.67,2.15
09/03/2025,Twente,Almere City,1.54,2.35
14/03/2025,Almere City,NAC Breda,2.05,1.75
15/03/2025,Utrecht,Nijmegen,1.67,2.15
15/03/2025,Sparta Rotterdam,Zwolle,1.8,2.0
15/03/2025,Waalwijk,PSV Eindhoven,1.3,3.5
15/03/2025,Heerenveen,Heracles,1.73,2.08
16/03/2025,Go Ahead Eagles,Willem II,1.8,2.0
16/03/2025,Groningen,For Sittard,2.05,1.72
16/03/2025,Twente,Feyenoord,1.77,2.0
16/03/2025,Ajax,AZ Alkmaar,1.88,1.98
29/03/2025,NAC Breda,Groningen,2.1,1.7
29/03/2025,For Sittard,Sparta Rotterdam,2.0,1.85
29/03/2025,Willem II,Almere City,2.15,1.67
29/03/2025,Nijmegen,AZ Alkmaar,1.9,1.95
29/03/2025,Zwolle,Waalwijk,1.67,2.15
30/03/2025,Utrecht,Heerenveen,1.75,2.05
30/03/2025,Heracles,Twente,1.83,2.03
30/03/2025,PSV Eindhoven,Ajax,1.5,2.5
30/03/2025,Feyenoord,Go Ahead Eagles,1.48,2.6
01/04/2025,AZ Alkmaar,Waalwijk,1.44,2.7
02/04/2025,Feyenoord,Groningen,1.65,2.2
04/04/2025,Heerenveen,Willem II,1.75,2.05
05/04/2025,AZ Alkmaar,Feyenoord,1.8,2.0
05/04/2025,Twente,For Sittard,1.73,2.08
05/04/2025,Groningen,PSV Eindhoven,1.57,2.35
05/04/2025,Almere City,Zwolle,2.03,1.83
06/04/2025,Waalwijk,Heracles,1.7,2.1
06/04/2025,Go Ahead Eagles,Utrecht,1.65,2.2
06/04/2025,Sparta Rotterdam,Nijmegen,1.98,1.88
06/04/2025,Ajax,NAC Breda,1.44,2.7
11/04/2025,Nijmegen,Waalwijk,1.57,2.35
12/04/2025,For Sittard,Feyenoord,1.65,2.2
12/04/2025,Sparta Rotterdam,Heerenveen,1.83,2.03
12/04/2025,PSV Eindhoven,Almere City,1.25,4.0
12/04/2025,NAC Breda,Go Ahead Eagles,1.75,2.05
13/04/2025,Utrecht,Groningen,1.98,1.88
13/04/2025,Heracles,AZ Alkmaar,1.9,1.95
13/04/2025,Zwolle,Twente,1.8,2.0
13/04/2025,Willem II,Ajax,1.7,2.1
19/04/2025,Heerenveen,Almere City,1.73,2.08
20/04/2025,Utrecht,Ajax,1.65,2.2
23/04/2025,Groningen,Heracles,2.1,1.7
24/04/2025,AZ Alkmaar,NAC Breda,1.73,2.08
24/04/2025,Twente,PSV Eindhoven,1.5,2.5
25/04/2025,Waalwijk,Utrecht,1.48,2.6
25/04/2025,Feyenoord,Zwolle,1.48,2.6
27/04/2025,For Sittard,Willem II,2.05,1.75
27/04/2025,Ajax,Sparta Rotterdam,1.53,2.4
27/04/2025,Heerenveen,Nijmegen,1.7,2.1
27/04/2025,Almere City,Go Ahead Eagles,1.6,2.3
03/05/2025,Nijmegen,Willem II,1.67,2.15
03/05/2025,Heracles,Feyenoord,1.73,2.08
03/05/2025,Groningen,Waalwijk,1.67,2.1
03/05/2025,PSV Eindhoven,For Sittard,1.19,4.2
04/05/2025,NAC Breda,Zwolle,1.88,1.98
04/05/2025,Go Ahead Eagles,AZ Alkmaar,1.6,2.3
04/05/2025,Sparta Rotterdam,Twente,1.7,2.1
09/05/2025,Willem II,Heracles,2.05,1.8
10/05/2025,Waalwijk,Heerenveen,1.5,2.4
10/05/2025,For Sittard,NAC Breda,1.93,1.93
10/05/2025,Almere City,Sparta Rotterdam,1.67,2.15
11/05/2025,Zwolle,Go Ahead Eagles,1.57,2.35
11/05/2025,Feyenoord,PSV Eindhoven,1.4,2.88
11/05/2025,Twente,Utrecht,1.57,2.35
11/05/2025,Ajax,Nijmegen,1.48,2.6
11/05/2025,AZ Alkmaar,Groningen,1.75,2.05
14/05/2025,Almere City,For Sittard,1.75,2.05
14/05/2025,Feyenoord,Waalwijk,1.29,3.6
14/05/2025,Go Ahead Eagles,Heerenveen,1.5,2.5
14/05/2025,Groningen,Ajax,1.62,2.25
14/05/2025,Nijmegen,NAC Breda,1.7,2.1
14/05/2025,PSV Eindhoven,Heracles,1.22,4.2
14/05/2025,Twente,AZ Alkmaar,1.7,2.1
14/05/2025,Utrecht,Sparta Rotterdam,1.62,2.25
14/05/2025,Willem II,Zwolle,1.85,2.0
18/05/2025,Ajax,Twente,1.4,2.88
18/05/2025,AZ Alkmaar,Almere City,1.44,2.7
18/05/2025,For Sittard,Utrecht,1.62,2.25
18/05/2025,Heerenveen,Feyenoord,1.48,2.6
18/05/2025,Heracles,Nijmegen,1.53,2.4
18/05/2025,NAC Breda,Willem II,1.75,2.05
18/05/2025,Sparta Rotterdam,PSV Eindhoven,1.22,4.2
18/05/2025,Waalwijk,Go Ahead Eagles,1.4,2.88
18/05/2025,Zwolle,Groningen,1.62,2.25
13/08/2021,Valencia,Getafe,2.62,1.5
14/08/2021,Cadiz,Levante,2.1,1.72
14/08/2021,Mallorca,Betis,2.0,1.8
14/08/2021,Alaves,Real Madrid,1.8,2.0
14/08/2021,Osasuna,Espanol,2.3,1.61
15/08/2021,Celta,Ath Madrid,2.2,1.66
15/08/2021,Barcelona,Sociedad,1.57,2.37
15/08/2021,Sevilla,Vallecano,1.99,1.94
16/08/2021,Villarreal,Granada,1.89,2.04
16/08/2021,Elche,Ath Bilbao,2.37,1.57
20/08/2021,Betis,Cadiz,1.9,1.9
21/08/2021,Alaves,Mallorca,2.5,1.53
21/08/2021,Espanol,Villarreal,2.2,1.66
21/08/2021,Granada,Valencia,2.3,1.61
21/08/2021,Ath Bilbao,Barcelona,1.8,2.0
22/08/2021,Sociedad,Vallecano,1.8,2.0
22/08/2021,Ath Madrid,Elche,1.9,1.9
22/08/2021,Levante,Real Madrid,1.61,2.3
23/08/2021,Getafe,Sevilla,2.5,1.53
23/08/2021,Osasuna,Celta,2.2,1.66
27/08/2021,Mallorca,Espanol,2.75,1.44
27/08/2021,Valencia,Alaves,2.2,1.66
28/08/2021,Celta,Ath Bilbao,2.3,1.61
28/08/2021,Elche,Sevilla,2.2,1.66
28/08/2021,Sociedad,Levante,1.72,2.1
28/08/2021,Betis,Real Madrid,1.66,2.2
29/08/2021,Barcelona,Getafe,1.72,2.1
29/08/2021,Cadiz,Osasuna,2.5,1.53
29/08/2021,Vallecano,Granada,2.3,1.61
29/08/2021,Ath Madrid,Villarreal,2.2,1.66
11/09/2021,Levante,Vallecano,2.0,1.8
11/09/2021,Ath Bilbao,Mallorca,2.3,1.61
12/09/2021,Espanol,Ath Madrid,2.37,1.57
12/09/2021,Osasuna,Valencia,2.3,1.61
12/09/2021,Cadiz,Sociedad,2.1,1.72
12/09/2021,Real Madrid,Celta,1.53,2.5
13/09/2021,Getafe,Elche,2.75,1.44
13/09/2021,Granada,Betis,2.1,1.72
17/09/2021,Celta,Cadiz,1.9,1.9
18/09/2021,Vallecano,Getafe,2.62,1.5
18/09/2021,Ath Madrid,Ath Bilbao,2.3,1.61
18/09/2021,Elche,Levante,2.3,1.61
18/09/2021,Alaves,Osasuna,2.5,1.53
19/09/2021,Mallorca,Villarreal,2.37,1.57
19/09/2021,Sociedad,Sevilla,2.2,1.66
19/09/2021,Betis,Espanol,2.3,1.61
19/09/2021,Valencia,Real Madrid,1.72,2.1
20/09/2021,Barcelona,Granada,1.5,2.62
21/09/2021,Getafe,Ath Madrid,2.62,1.5
21/09/2021,Ath Bilbao,Vallecano,2.5,1.53
21/09/2021,Levante,Celta,1.9,1.9
22/09/2021,Espanol,Alaves,2.5,1.53
22/09/2021,Sevilla,Valencia,2.0,1.8
22/09/2021,Real Madrid,Mallorca,1.57,2.37
22/09/2021,Villarreal,Elche,2.1,1.72
23/09/2021,Granada,Sociedad,2.0,1.8
23/09/2021,Osasuna,Betis,2.1,1.72
23/09/2021,Cadiz,Barcelona,1.61,2.3
25/09/2021,Alaves,Ath Madrid,2.2,1.66
25/09/2021,Valencia,Ath Bilbao,2.3,1.61
25/09/2021,Sevilla,Espanol,2.2,1.66
25/09/2021,Real Madrid,Villarreal,1.57,2.37
26/09/2021,Mallorca,Osasuna,2.5,1.53
26/09/2021,Barcelona,Levante,1.5,2.62
26/09/2021,Sociedad,Elche,2.0,1.8
26/09/2021,Vallecano,Cadiz,2.0,1.8
26/09/2021,Betis,Getafe,2.3,1.61
27/09/2021,Celta,Granada,1.9,1.9
01/10/2021,Ath Bilbao,Alaves,2.3,1.61
02/10/2021,Osasuna,Vallecano,2.1,1.72
02/10/2021,Mallorca,Levante,2.1,1.72
02/10/2021,Cadiz,Valencia,2.5,1.53
02/10/2021,Ath Madrid,Barcelona,2.0,1.8
03/10/2021,Elche,Celta,2.3,1.61
03/10/2021,Espanol,Real Madrid,1.72,2.1
03/10/2021,Getafe,Sociedad,2.75,1.44
03/10/2021,Villarreal,Betis,1.9,1.9
03/10/2021,Granada,Sevilla,2.2,1.66
16/10/2021,Levante,Getafe,2.5,1.53
16/10/2021,Sociedad,Mallorca,1.9,1.9
17/10/2021,Vallecano,Elche,2.3,1.61
17/10/2021,Celta,Sevilla,2.2,1.66
17/10/2021,Villarreal,Osasuna,1.9,1.9
17/10/2021,Barcelona,Valencia,1.66,2.2
18/10/2021,Alaves,Betis,2.1,1.72
18/10/2021,Espanol,Cadiz,2.3,1.61
22/10/2021,Osasuna,Granada,2.2,1.66
23/10/2021,Valencia,Mallorca,2.1,1.72
23/10/2021,Cadiz,Alaves,2.75,1.44
23/10/2021,Elche,Espanol,2.5,1.53
23/10/2021,Ath Bilbao,Villarreal,2.2,1.66
24/10/2021,Sevilla,Levante,2.0,1.9
24/10/2021,Barcelona,Real Madrid,1.66,2.2
24/10/2021,Betis,Vallecano,1.8,2.0
24/10/2021,Ath Madrid,Sociedad,2.2,1.66
25/10/2021,Getafe,Celta,2.75,1.44
26/10/2021,Alaves,Elche,2.75,1.44
26/10/2021,Espanol,Ath Bilbao,2.5,1.53
26/10/2021,Villarreal,Cadiz,1.72,2.1
27/10/2021,Mallorca,Sevilla,2.3,1.61
27/10/2021,Vallecano,Barcelona,1.72,2.1
27/10/2021,Betis,Valencia,1.9,1.9
27/10/2021,Real Madrid,Osasuna,1.57,2.37
28/10/2021,Celta,Sociedad,2.0,1.8
28/10/2021,Granada,Getafe,2.75,1.44
28/10/2021,Levante,Ath Madrid,2.1,1.72
30/10/2021,Elche,Real Madrid,1.72,2.1
30/10/2021,Sevilla,Osasuna,2.1,1.72
30/10/2021,Valencia,Villarreal,1.9,1.9
30/10/2021,Barcelona,Alaves,1.53,2.5
31/10/2021,Cadiz,Mallorca,2.62,1.5
31/10/2021,Ath Madrid,Betis,2.0,1.8
31/10/2021,Getafe,Espanol,2.75,1.44
31/10/2021,Sociedad,Ath Bilbao,2.2,1.66
01/11/2021,Vallecano,Celta,1.9,1.9
01/11/2021,Levante,Granada,2.1,1.72
05/11/2021,Ath Bilbao,Cadiz,1.9,1.9
06/11/2021,Espanol,Granada,2.2,1.66
06/11/2021,Celta,Barcelona,1.8,2.0
06/11/2021,Alaves,Levante,2.37,1.57
06/11/2021,Real Madrid,Vallecano,1.53,2.5
07/11/2021,Villarreal,Getafe,2.2,1.66
07/11/2021,Valencia,Ath Madrid,2.2,1.66
07/11/2021,Mallorca,Elche,2.5,1.53
07/11/2021,Osasuna,Sociedad,2.2,1.66
07/11/2021,Betis,Sevilla,2.1,1.72
19/11/2021,Levante,Ath Bilbao,2.2,1.66
20/11/2021,Celta,Villarreal,2.1,1.72
20/11/2021,Sevilla,Alaves,2.05,1.85
20/11/2021,Ath Madrid,Osasuna,2.0,1.8
20/11/2021,Barcelona,Espanol,1.57,2.37
21/11/2021,Getafe,Cadiz,3.0,1.4
21/11/2021,Granada,Real Madrid,1.61,2.3
21/11/2021,Elche,Betis,2.05,1.85
21/11/2021,Sociedad,Valencia,2.03,1.87
22/11/2021,Vallecano,Mallorca,2.2,1.66
26/11/2021,Ath Bilbao,Granada,2.0,1.8
27/11/2021,Alaves,Celta,2.37,1.57
27/11/2021,Valencia,Vallecano,2.2,1.66
27/11/2021,Mallorca,Getafe,2.75,1.44
27/11/2021,Villarreal,Barcelona,1.8,2.0
28/11/2021,Betis,Levante,1.72,2.1
28/11/2021,Espanol,Sociedad,2.1,1.72
28/11/2021,Cadiz,Ath Madrid,2.2,1.66
28/11/2021,Real Madrid,Sevilla,1.91,2.02
29/11/2021,Osasuna,Elche,2.5,1.53
01/12/2021,Real Madrid,Ath Bilbao,1.72,2.1
03/12/2021,Granada,Alaves,2.5,1.53
04/12/2021,Sevilla,Villarreal,2.0,1.8
04/12/2021,Barcelona,Betis,1.5,2.62
04/12/2021,Ath Madrid,Mallorca,1.97,1.93
04/12/2021,Sociedad,Real Madrid,1.95,1.95
05/12/2021,Vallecano,Espanol,2.2,1.66
05/12/2021,Elche,Cadiz,2.62,1.5
05/12/2021,Levante,Osasuna,2.2,1.66
05/12/2021,Celta,Valencia,2.1,1.72
06/12/2021,Getafe,Ath Bilbao,3.0,1.4
10/12/2021,Mallorca,Celta,2.5,1.53
11/12/2021,Espanol,Levante,2.1,1.72
11/12/2021,Alaves,Getafe,3.0,1.4
11/12/2021,Valencia,Elche,2.2,1.66
11/12/2021,Ath Bilbao,Sevilla,2.5,1.53
12/12/2021,Villarreal,Vallecano,1.99,1.94
12/12/2021,Osasuna,Barcelona,2.06,1.87
12/12/2021,Betis,Sociedad,2.08,1.85
12/12/2021,Real Madrid,Ath Madrid,2.03,1.9
13/12/2021,Cadiz,Granada,2.3,1.61
17/12/2021,Celta,Espanol,2.1,1.72
18/12/2021,Vallecano,Alaves,2.2,1.66
18/12/2021,Sociedad,Villarreal,2.1,1.72
18/12/2021,Barcelona,Elche,1.66,2.2
18/12/2021,Sevilla,Ath Madrid,2.5,1.53
19/12/2021,Granada,Mallorca,2.37,1.57
19/12/2021,Ath Bilbao,Betis,2.1,1.72
19/12/2021,Getafe,Osasuna,3.2,1.36
19/12/2021,Real Madrid,Cadiz,1.44,2.75
20/12/2021,Levante,Valencia,2.1,1.72
21/12/2021,Villarreal,Alaves,1.72,2.1
21/12/2021,Sevilla,Barcelona,2.2,1.66
22/12/2021,Granada,Ath Madrid,2.1,1.72
22/12/2021,Ath Bilbao,Real Madrid,2.01,1.89
31/12/2021,Valencia,Espanol,1.72,2.1
02/01/2022,Getafe,Real Madrid,2.0,1.8
02/01/2022,Ath Madrid,Vallecano,1.95,1.95
02/01/2022,Elche,Granada,2.37,1.57
02/01/2022,Alaves,Sociedad,2.5,1.53
02/01/2022,Betis,Celta,1.86,2.04
02/01/2022,Mallorca,Barcelona,2.01,1.89
03/01/2022,Villarreal,Levante,1.61,2.3
03/01/2022,Osasuna,Ath Bilbao,2.5,1.53
03/01/2022,Cadiz,Sevilla,2.5,1.53
08/01/2022,Levante,Mallorca,2.1,1.72
08/01/2022,Sociedad,Celta,2.2,1.66
08/01/2022,Granada,Barcelona,1.87,2.03
08/01/2022,Real Madrid,Valencia,1.57,2.37
09/01/2022,Vallecano,Betis,1.91,1.99
09/01/2022,Sevilla,Getafe,2.5,1.53
09/01/2022,Alaves,Ath Bilbao,2.3,1.61
09/01/2022,Osasuna,Cadiz,2.5,1.53
09/01/2022,Villarreal,Ath Madrid,2.1,1.72
10/01/2022,Espanol,Elche,2.2,1.66
16/01/2022,Elche,Villarreal,1.9,2.0
18/01/2022,Betis,Alaves,1.8,2.0
18/01/2022,Cadiz,Espanol,2.37,1.57
