date,home_team,away_team,league,season,source_file,xg_entry_status,home_xg,away_xg,xg_source_file,xg_source_schema
2024-10-27,FC Heidenheim,Hoffenheim,Bundesliga,2024,football_data_D1_2024_clean.csv,NEEDS_MANUAL_ENTRY,1.57817,0.692793,understat_xg_bundesliga_2024_understat_alias_preview_understat_date_alignment_preview.csv,MATCH_PAIR_XG_SOURCE
2024-10-27,Union Berlin,Ein Frankfurt,Bundesliga,2024,football_data_D1_2024_clean.csv,NEEDS_MANUAL_ENTRY,1.86305,1.54058,understat_xg_bundesliga_2024_understat_alias_preview_understat_date_alignment_preview.csv,MATCH_PAIR_XG_SOURCE
2024-11-01,Leverkusen,Stuttgart,Bundesliga,2024,football_data_D1_2024_clean.csv,NEEDS_MANUAL_ENTRY,2.78287,0.223778,understat_xg_bundesliga_2024_understat_alias_preview_understat_date_alignment_preview.csv,MATCH_PAIR_XG_SOURCE
2024-11-02,Bayern Munich,Union Berlin,Bundesliga,2024,football_data_D1_2024_clean.csv,NEEDS_MANUAL_ENTRY,2.76181,0.4664,understat_xg_bundesliga_2024_understat_alias_preview_understat_date_alignment_preview.csv,MATCH_PAIR_XG_SOURCE
2024-11-02,Dortmund,RB Leipzig,Bundesliga,2024,football_data_D1_2024_clean.csv,NEEDS_MANUAL_ENTRY,3.30102,0.23928,understat_xg_bundesliga_2024_understat_alias_preview_understat_date_alignment_preview.csv,MATCH_PAIR_XG_SOURCE
2024-11-02,Ein Frankfurt,Bochum,Bundesliga,2024,football_data_D1_2024_clean.csv,NEEDS_MANUAL_ENTRY,3.83028,2.08714,understat_xg_bundesliga_2024_understat_alias_preview_understat_date_alignment_preview.csv,MATCH_PAIR_XG_SOURCE
2024-11-02,Hoffenheim,FC St Pauli,Bundesliga,2024,football_data_D1_2024_clean.csv,NEEDS_MANUAL_ENTRY,0.746379,1.1155,understat_xg_bundesliga_2024_understat_alias_preview_understat_date_alignment_preview.csv,MATCH_PAIR_XG_SOURCE
2024-11-02,Holstein Kiel,FC Heidenheim,Bundesliga,2024,football_data_D1_2024_clean.csv,NEEDS_MANUAL_ENTRY,2.13316,1.27585,understat_xg_bundesliga_2024_understat_alias_preview_understat_date_alignment_preview.csv,MATCH_PAIR_XG_SOURCE
2024-11-02,Wolfsburg,Augsburg,Bundesliga,2024,football_data_D1_2024_clean.csv,NEEDS_MANUAL_ENTRY,1.11324,0.499473,understat_xg_bundesliga_2024_understat_alias_preview_understat_date_alignment_preview.csv,MATCH_PAIR_XG_SOURCE
2024-11-03,Freiburg,Mainz,Bundesliga,2024,football_data_D1_2024_clean.csv,NEEDS_MANUAL_ENTRY,0.463898,0.903716,understat_xg_bundesliga_2024_understat_alias_preview_understat_date_alignment_preview.csv,MATCH_PAIR_XG_SOURCE
2024-11-03,M'gladbach,Werder Bremen,Bundesliga,2024,football_data_D1_2024_clean.csv,NEEDS_MANUAL_ENTRY,2.95668,1.30211,understat_xg_bundesliga_2024_understat_alias_preview_understat_date_alignment_preview.csv,MATCH_PAIR_XG_SOURCE
2024-11-08,Union Berlin,Freiburg,Bundesliga,2024,football_data_D1_2024_clean.csv,NEEDS_MANUAL_ENTRY,0.801684,2.66619,understat_xg_bundesliga_2024_understat_alias_preview_understat_date_alignment_preview.csv,MATCH_PAIR_XG_SOURCE
2024-11-09,Bochum,Leverkusen,Bundesliga,2024,football_data_D1_2024_clean.csv,NEEDS_MANUAL_ENTRY,0.777554,1.40554,understat_xg_bundesliga_2024_understat_alias_preview_understat_date_alignment_preview.csv,MATCH_PAIR_XG_SOURCE
