market,n,hit,hit_rate,profit,roi,avg_odds,max_dd,top3_wins,profit_ex_top3,roi_ex_top3,seasons,n_seasons,leagues,n_leagues,pattern,odds_band,reject
Home_win,254,132,52.0,-23.44,-9.2,1.76,-24.31,2.86,-26.3,-10.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'La Liga', 'Bundesliga', 'Ligue 1', 'Eredivisie', 'Serie A', 'Premier League', 'MLS']",8,home_dominant,H_1.60-2.00,ROI=-9.2%<=0
Home_win,177,68,38.4,-22.93,-13.0,2.28,-26.85,5.1,-28.03,-15.8,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'Premier League', 'MLS']",8,home_dominant,H_2.00-2.75,ROI=-13.0%<=0
Home_win,59,15,25.4,-11.55,-19.6,3.45,-14.4,8.9,-20.45,-34.7,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Eredivisie', 'Bundesliga', 'Premier League', 'Serie A', 'La Liga', '2. Bundesliga', 'MLS']",8,home_dominant,H_2.75+,ROI=-19.6%<=0
Home_win,1005,602,59.9,-68.0,-6.8,1.73,-70.98,8.9,-76.9,-7.7,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,home_dominant,H_any,ROI=-6.8%<=0
Draw,292,79,27.1,-14.3,-4.9,3.52,-30.2,8.25,-22.55,-7.7,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'La Liga', 'Ligue 1', 'Bundesliga', 'Serie A', 'Eredivisie', 'Premier League', 'MLS']",8,home_dominant,D_3.20-3.80,ROI=-4.9%<=0
Draw,240,58,24.2,-7.65,-3.2,4.04,-29.56,10.25,-17.9,-7.5,"[2021, 2022, 2023, 2024, 2025]",5,"['Bundesliga', 'Eredivisie', 'La Liga', 'Serie A', '2. Bundesliga', 'Premier League', 'Ligue 1', 'MLS']",8,home_dominant,D_3.80-4.50,ROI=-3.2%<=0
Draw,194,34,17.5,-31.15,-16.1,4.8,-42.1,12.75,-43.9,-22.6,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'La Liga', 'Ligue 1', 'Bundesliga', 'Serie A', 'Eredivisie', '2. Bundesliga', 'MLS']",8,home_dominant,D_4.50-5.50,ROI=-16.1%<=0
Draw,270,36,13.3,-43.25,-16.0,7.61,-51.5,22.5,-65.75,-24.4,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Bundesliga', 'Eredivisie', 'Premier League', 'La Liga', 'Serie A', '2. Bundesliga', 'MLS']",8,home_dominant,D_5.50+,ROI=-16.0%<=0
Draw,1005,210,20.9,-96.15,-9.6,4.98,-127.91,22.5,-118.65,-11.8,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,home_dominant,D_any,ROI=-9.6%<=0
Away_win,46,23,50.0,2.8,6.1,2.16,-5.3,4.17,-1.37,-3.0,"[2021, 2022, 2023, 2024, 2025]",5,"['Eredivisie', 'Bundesliga', 'Serie A', 'La Liga', 'Premier League', 'Ligue 1', '2. Bundesliga', 'MLS']",8,home_dominant,A_1.80-2.50,n=46<50
Away_win,233,74,31.8,-1.29,-0.6,3.24,-37.44,8.75,-10.04,-4.3,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Bundesliga', 'La Liga', 'Serie A', 'Eredivisie', 'Premier League', 'MLS']",8,home_dominant,A_2.50-4.00,ROI=-0.6%<=0
Away_win,719,93,12.9,-99.84,-13.9,8.91,-164.75,54.0,-153.84,-21.4,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', '2. Bundesliga', 'MLS']",8,home_dominant,A_4.00+,ROI=-13.9%<=0
Away_win,1005,193,19.2,-100.48,-10.0,7.24,-196.55,54.0,-154.48,-15.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,home_dominant,A_any,ROI=-10.0%<=0
Over25,1005,600,59.7,123.0,12.2,1.88,-14.88,2.64,120.36,12.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,home_dominant,any,
Over35,1005,381,37.9,-14.4,-1.4,2.6,-69.8,4.8,-19.2,-1.9,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,home_dominant,any,ROI=-1.4%<=0
BTTS,1005,543,54.0,-38.46,-3.8,1.78,-64.74,2.34,-40.8,-4.1,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,home_dominant,any,ROI=-3.8%<=0
Home_win,36,27,75.0,2.88,8.0,1.44,-3.25,1.69,1.19,3.3,"[2021, 2022, 2023, 2024, 2025]",5,"['Eredivisie', 'Premier League', 'La Liga', 'Bundesliga', 'Serie A', 'Ligue 1', '2. Bundesliga', 'MLS']",8,away_dominant,H_1.30-1.60,n=36<50
Home_win,114,57,50.0,-12.46,-10.9,1.81,-17.29,2.88,-15.34,-13.5,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Eredivisie', 'La Liga', 'Premier League', 'Bundesliga', 'Ligue 1', 'Serie A', 'MLS']",8,away_dominant,H_1.60-2.00,ROI=-10.9%<=0
Home_win,294,113,38.4,-31.48,-10.7,2.34,-40.49,5.1,-36.58,-12.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'Serie A', 'La Liga', 'Bundesliga', 'MLS']",8,away_dominant,H_2.00-2.75,ROI=-10.7%<=0
Home_win,769,159,20.7,-68.32,-8.9,5.27,-108.22,42.0,-110.32,-14.3,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'Eredivisie', 'Serie A', 'Ligue 1', 'Bundesliga', 'La Liga', '2. Bundesliga', 'MLS']",8,away_dominant,H_2.75+,ROI=-8.9%<=0
Home_win,1214,357,29.4,-109.18,-9.0,4.12,-142.51,42.0,-151.18,-12.5,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'Serie A', 'Bundesliga', 'La Liga', 'MLS']",8,away_dominant,H_any,ROI=-9.0%<=0
Draw,614,178,29.0,6.7,1.1,3.5,-29.5,8.25,-1.55,-0.3,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'Serie A', 'Bundesliga', 'La Liga', 'MLS']",8,away_dominant,D_3.20-3.80,profit_ex_top3<=0
Draw,321,87,27.1,26.03,8.1,4.02,-22.15,9.99,16.04,5.0,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'La Liga', 'Bundesliga', 'Ligue 1', 'Eredivisie', 'Serie A', '2. Bundesliga', 'MLS']",8,away_dominant,D_3.80-4.50,
Draw,155,25,16.1,-34.65,-22.4,4.82,-44.5,12.75,-47.4,-30.6,"[2021, 2022, 2023, 2024, 2025]",5,"['Eredivisie', 'Premier League', 'Serie A', 'Ligue 1', 'Bundesliga', 'La Liga', '2. Bundesliga', 'MLS']",8,away_dominant,D_4.50-5.50,ROI=-22.4%<=0
Draw,93,10,10.8,-27.0,-29.0,6.64,-29.5,21.0,-48.0,-51.6,"[2021, 2022, 2023, 2024, 2025]",5,"['Eredivisie', 'Ligue 1', 'Bundesliga', 'Serie A', 'Premier League', 'La Liga', 'MLS']",7,away_dominant,D_5.50+,ROI=-29.0%<=0
Draw,1214,309,25.5,-32.42,-2.7,4.03,-51.28,21.0,-53.42,-4.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'Serie A', 'Bundesliga', 'La Liga', 'MLS']",8,away_dominant,D_any,ROI=-2.7%<=0
Away_win,317,205,64.7,-7.43,-2.3,1.53,-19.69,2.26,-9.69,-3.1,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'La Liga', 'Bundesliga', 'Serie A', 'Ligue 1', 'Eredivisie', '2. Bundesliga', 'MLS']",8,away_dominant,A_1.30-1.80,ROI=-2.3%<=0
Away_win,366,155,42.3,-41.57,-11.4,2.12,-43.97,4.37,-45.94,-12.6,"[2021, 2022, 2023, 2024, 2025]",5,"['Serie A', 'Ligue 1', 'Premier League', 'Bundesliga', 'Eredivisie', 'La Liga', '2. Bundesliga', 'MLS']",8,away_dominant,A_1.80-2.50,ROI=-11.4%<=0
Away_win,348,118,33.9,1.43,0.4,3.04,-27.06,8.25,-6.82,-2.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'Serie A', 'La Liga', 'Bundesliga', 'MLS']",8,away_dominant,A_2.50-4.00,profit_ex_top3<=0
Away_win,120,19,15.8,-30.69,-25.6,5.33,-30.69,15.25,-45.94,-38.3,"[2021, 2022, 2023, 2024, 2025]",5,"['Eredivisie', 'La Liga', 'Premier League', 'Ligue 1', 'Bundesliga', 'Serie A', '2. Bundesliga', 'MLS']",8,away_dominant,A_4.00+,ROI=-25.6%<=0
Away_win,1214,548,45.1,-79.22,-6.5,2.5,-103.06,15.25,-94.47,-7.8,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'Serie A', 'Bundesliga', 'La Liga', 'MLS']",8,away_dominant,A_any,ROI=-6.5%<=0
Over25,1214,652,53.7,11.76,1.0,1.88,-41.88,2.64,9.12,0.8,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'Serie A', 'Bundesliga', 'La Liga', 'MLS']",8,away_dominant,any,dd(-41.9)>2x profit(11.8)
Over35,1214,388,32.0,-205.2,-16.9,2.6,-211.6,4.8,-210.0,-17.3,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'Serie A', 'Bundesliga', 'La Liga', 'MLS']",8,away_dominant,any,ROI=-16.9%<=0
BTTS,1214,666,54.9,-28.52,-2.3,1.78,-49.48,2.34,-30.86,-2.5,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'Serie A', 'Bundesliga', 'La Liga', 'MLS']",8,away_dominant,any,ROI=-2.3%<=0
Home_win,480,341,71.0,6.87,1.4,1.43,-10.5,1.71,5.16,1.1,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Bundesliga', 'Eredivisie', 'Serie A', 'Premier League', 'La Liga', '2. Bundesliga', 'MLS']",8,home_gf_high,H_1.30-1.60,
Home_win,488,272,55.7,-8.65,-1.8,1.77,-21.14,2.94,-11.59,-2.4,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Eredivisie', '2. Bundesliga', 'Premier League', 'Bundesliga', 'Serie A', 'La Liga', 'MLS']",8,home_gf_high,H_1.60-2.00,ROI=-1.8%<=0
Home_win,432,173,40.0,-40.06,-9.3,2.28,-45.46,5.1,-45.16,-10.5,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Premier League', 'Serie A', 'Eredivisie', 'Bundesliga', 'MLS']",8,home_gf_high,H_2.00-2.75,ROI=-9.3%<=0
Home_win,214,47,22.0,-32.57,-15.2,4.08,-39.29,20.0,-52.57,-24.6,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'Eredivisie', '2. Bundesliga', 'Bundesliga', 'Serie A', 'Ligue 1', 'La Liga', 'MLS']",8,home_gf_high,H_2.75+,ROI=-15.2%<=0
Home_win,1935,1092,56.4,-90.11,-4.7,1.96,-99.7,20.0,-110.11,-5.7,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', '2. Bundesliga', 'Bundesliga', 'Eredivisie', 'Premier League', 'La Liga', 'Serie A', 'MLS']",8,home_gf_high,H_any,ROI=-4.7%<=0
Draw,625,167,26.7,-33.4,-5.3,3.55,-72.05,8.25,-41.65,-6.7,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Serie A', 'Premier League', 'Eredivisie', 'Bundesliga', 'MLS']",8,home_gf_high,D_3.20-3.80,ROI=-5.3%<=0
Draw,539,127,23.6,-31.8,-5.9,4.03,-61.89,10.25,-42.05,-7.8,"[2021, 2022, 2023, 2024, 2025]",5,"['Eredivisie', 'Premier League', 'Serie A', 'Bundesliga', 'La Liga', '2. Bundesliga', 'Ligue 1', 'MLS']",8,home_gf_high,D_3.80-4.50,ROI=-5.9%<=0
Draw,341,48,14.1,-108.5,-31.8,4.83,-113.5,12.75,-121.25,-35.6,"[2021, 2022, 2023, 2024, 2025]",5,"['Bundesliga', 'Eredivisie', 'Premier League', 'La Liga', 'Ligue 1', 'Serie A', '2. Bundesliga', 'MLS']",8,home_gf_high,D_4.50-5.50,ROI=-31.8%<=0
Draw,424,71,16.7,57.25,13.5,7.4,-33.25,32.0,25.25,6.0,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Bundesliga', 'Eredivisie', 'Premier League', 'La Liga', 'Serie A', '2. Bundesliga', 'MLS']",8,home_gf_high,D_5.50+,
Draw,1935,416,21.5,-113.35,-5.9,4.75,-152.24,32.0,-145.35,-7.5,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', '2. Bundesliga', 'Bundesliga', 'Eredivisie', 'Premier League', 'La Liga', 'Serie A', 'MLS']",8,home_gf_high,D_any,ROI=-5.9%<=0
Away_win,56,34,60.7,-2.16,-3.9,1.58,-5.11,2.25,-4.41,-7.9,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'Bundesliga', 'Serie A', 'Ligue 1', 'Eredivisie', 'La Liga', 'MLS']",7,home_gf_high,A_1.30-1.80,ROI=-3.9%<=0
Away_win,150,77,51.3,14.73,9.8,2.15,-5.35,4.37,10.36,6.9,"[2021, 2022, 2023, 2024, 2025]",5,"['Eredivisie', 'Premier League', '2. Bundesliga', 'Serie A', 'Bundesliga', 'La Liga', 'Ligue 1', 'MLS']",8,home_gf_high,A_1.80-2.50,
Away_win,548,151,27.6,-76.33,-13.9,3.2,-108.26,8.85,-85.18,-15.5,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Serie A', 'Premier League', 'Eredivisie', 'Bundesliga', 'MLS']",8,home_gf_high,A_2.50-4.00,ROI=-13.9%<=0
Away_win,1174,159,13.5,-189.39,-16.1,8.4,-231.68,52.0,-241.39,-20.6,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Bundesliga', 'Eredivisie', 'Premier League', 'La Liga', 'Serie A', '2. Bundesliga', 'MLS']",8,home_gf_high,A_4.00+,ROI=-16.1%<=0
Away_win,1935,427,22.1,-252.71,-13.1,6.22,-313.17,52.0,-304.71,-15.7,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', '2. Bundesliga', 'Bundesliga', 'Eredivisie', 'Premier League', 'La Liga', 'Serie A', 'MLS']",8,home_gf_high,A_any,ROI=-13.1%<=0
Over25,1935,1195,61.8,311.6,16.1,1.88,-19.96,2.64,308.96,16.0,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', '2. Bundesliga', 'Bundesliga', 'Eredivisie', 'Premier League', 'La Liga', 'Serie A', 'MLS']",8,home_gf_high,any,
Over35,1935,766,39.6,56.6,2.9,2.6,-48.4,4.8,51.8,2.7,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', '2. Bundesliga', 'Bundesliga', 'Eredivisie', 'Premier League', 'La Liga', 'Serie A', 'MLS']",8,home_gf_high,any,
BTTS,1935,1106,57.2,33.68,1.7,1.78,-29.06,2.34,31.34,1.6,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', '2. Bundesliga', 'Bundesliga', 'Eredivisie', 'Premier League', 'La Liga', 'Serie A', 'MLS']",8,home_gf_high,any,
Home_win,363,254,70.0,-0.91,-0.3,1.43,-11.6,1.71,-2.62,-0.7,"[2021, 2022, 2023, 2024, 2025]",5,"['La Liga', 'Eredivisie', 'Serie A', 'Premier League', 'Ligue 1', '2. Bundesliga', 'Bundesliga', 'MLS']",8,home_ga_low,H_1.30-1.60,ROI=-0.3%<=0
Home_win,419,220,52.5,-33.39,-8.0,1.76,-34.42,2.91,-36.3,-8.7,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Bundesliga', 'La Liga', 'Premier League', 'Serie A', 'Eredivisie', '2. Bundesliga', 'MLS']",8,home_ga_low,H_1.60-2.00,ROI=-8.0%<=0
Home_win,404,184,45.5,12.97,3.2,2.29,-23.76,5.1,7.87,1.9,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Bundesliga', 'La Liga', 'Eredivisie', 'Ligue 1', 'Premier League', 'Serie A', 'MLS']",8,home_ga_low,H_2.00-2.75,
Home_win,316,69,21.8,-67.04,-21.2,4.29,-82.11,21.5,-88.54,-28.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'Eredivisie', 'La Liga', 'Serie A', 'MLS']",8,home_ga_low,H_2.75+,ROI=-21.2%<=0
Home_win,1717,903,52.6,-95.92,-5.6,2.21,-106.35,21.5,-117.42,-6.8,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,home_ga_low,H_any,ROI=-5.6%<=0
Draw,707,187,26.4,-56.0,-7.9,3.48,-67.5,8.25,-64.25,-9.1,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,home_ga_low,D_3.20-3.80,ROI=-7.9%<=0
Draw,406,105,25.9,12.34,3.0,4.02,-26.2,10.01,2.33,0.6,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Bundesliga', 'Serie A', 'La Liga', 'Premier League', 'Eredivisie', '2. Bundesliga', 'MLS']",8,home_ga_low,D_3.80-4.50,dd(-26.2)>2x profit(12.3)
Draw,258,50,19.4,-17.2,-6.7,4.82,-50.25,12.75,-29.95,-11.6,"[2021, 2022, 2023, 2024, 2025]",5,"['La Liga', 'Eredivisie', 'Serie A', 'Premier League', 'Ligue 1', 'Bundesliga', 'MLS', '2. Bundesliga']",8,home_ga_low,D_4.50-5.50,ROI=-6.7%<=0
Draw,273,39,14.3,-8.75,-3.2,7.42,-37.5,31.5,-40.25,-14.7,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Premier League', 'Eredivisie', 'Bundesliga', 'La Liga', 'Serie A', '2. Bundesliga', 'MLS']",8,home_ga_low,D_5.50+,ROI=-3.2%<=0
Draw,1717,402,23.4,-78.21,-4.6,4.42,-98.86,31.5,-109.71,-6.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,home_ga_low,D_any,ROI=-4.6%<=0
Away_win,89,54,60.7,-4.89,-5.5,1.57,-14.84,2.25,-7.14,-8.0,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Premier League', 'Eredivisie', 'La Liga', '2. Bundesliga', 'Bundesliga', 'Serie A', 'MLS']",8,home_ga_low,A_1.30-1.80,ROI=-5.5%<=0
Away_win,181,85,47.0,-1.81,-1.0,2.14,-14.71,4.35,-6.16,-3.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Bundesliga', 'La Liga', 'Ligue 1', 'Eredivisie', 'Serie A', 'Premier League', 'MLS']",8,home_ga_low,A_1.80-2.50,ROI=-1.0%<=0
Away_win,493,146,29.6,-42.64,-8.6,3.17,-72.11,8.65,-51.29,-10.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,home_ga_low,A_2.50-4.00,ROI=-8.6%<=0
Away_win,946,120,12.7,-195.99,-20.7,8.04,-246.06,50.0,-245.99,-26.0,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Bundesliga', 'La Liga', 'Premier League', 'Serie A', 'Eredivisie', '2. Bundesliga', 'MLS']",8,home_ga_low,A_4.00+,ROI=-20.7%<=0
Away_win,1717,412,24.0,-244.91,-14.3,5.65,-309.66,50.0,-294.91,-17.2,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,home_ga_low,A_any,ROI=-14.3%<=0
Over25,1717,948,55.2,65.24,3.8,1.88,-38.76,2.64,62.6,3.6,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,home_ga_low,any,
Over35,1717,553,32.2,-279.2,-16.3,2.6,-297.2,4.8,-284.0,-16.5,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,home_ga_low,any,ROI=-16.3%<=0
BTTS,1717,921,53.6,-77.62,-4.5,1.78,-104.48,2.34,-79.96,-4.7,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,home_ga_low,any,ROI=-4.5%<=0
Home_win,123,73,59.3,-17.25,-14.0,1.45,-18.52,1.71,-18.96,-15.4,"[2021, 2022, 2023, 2024, 2025]",5,"['Serie A', 'Eredivisie', 'Ligue 1', 'La Liga', 'Bundesliga', '2. Bundesliga', 'Premier League', 'MLS']",8,away_gf_high,H_1.30-1.60,ROI=-14.0%<=0
Home_win,284,146,51.4,-25.73,-9.1,1.79,-35.26,2.94,-28.67,-10.1,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Eredivisie', 'Bundesliga', 'Serie A', 'Premier League', 'MLS']",8,away_gf_high,H_1.60-2.00,ROI=-9.1%<=0
Home_win,553,201,36.3,-86.73,-15.7,2.33,-92.52,5.1,-91.83,-16.6,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Premier League', 'Ligue 1', 'Serie A', 'Eredivisie', 'La Liga', 'Bundesliga', 'MLS']",8,away_gf_high,H_2.00-2.75,ROI=-15.7%<=0
Home_win,1069,224,21.0,-122.35,-11.4,5.1,-160.45,46.0,-168.35,-15.7,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Premier League', 'Eredivisie', '2. Bundesliga', 'La Liga', 'Bundesliga', 'Serie A', 'MLS']",8,away_gf_high,H_2.75+,ROI=-11.4%<=0
Home_win,2064,671,32.5,-255.38,-12.4,3.62,-280.03,46.0,-301.38,-14.6,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'La Liga', 'Bundesliga', 'Serie A', 'MLS']",8,away_gf_high,H_any,ROI=-12.4%<=0
Draw,983,288,29.3,31.95,3.3,3.53,-35.25,8.25,23.7,2.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Premier League', 'Bundesliga', 'Ligue 1', 'Serie A', 'Eredivisie', 'La Liga', 'MLS']",8,away_gf_high,D_3.20-3.80,
Draw,620,153,24.7,-7.3,-1.2,4.01,-56.39,10.18,-17.48,-2.8,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'La Liga', 'Bundesliga', 'Serie A', 'Eredivisie', 'Ligue 1', '2. Bundesliga', 'MLS']",8,away_gf_high,D_3.80-4.50,ROI=-1.2%<=0
Draw,259,52,20.1,-10.65,-4.1,4.8,-27.0,12.75,-23.4,-9.0,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'Eredivisie', 'Serie A', 'Ligue 1', 'Bundesliga', 'La Liga', '2. Bundesliga', 'MLS']",8,away_gf_high,D_4.50-5.50,ROI=-4.1%<=0
Draw,178,26,14.6,-6.25,-3.5,6.84,-20.75,29.0,-35.25,-19.8,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Eredivisie', 'Bundesliga', 'Premier League', 'Serie A', 'La Liga', 'MLS']",7,away_gf_high,D_5.50+,ROI=-3.5%<=0
Draw,2064,526,25.5,4.85,0.2,4.12,-67.09,29.0,-24.15,-1.2,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'La Liga', 'Bundesliga', 'Serie A', 'MLS']",8,away_gf_high,D_any,profit_ex_top3<=0
Away_win,401,251,62.6,-19.76,-4.9,1.53,-26.82,2.26,-22.02,-5.5,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'Bundesliga', 'Eredivisie', 'Serie A', 'Ligue 1', 'La Liga', '2. Bundesliga', 'MLS']",8,away_gf_high,A_1.30-1.80,ROI=-4.9%<=0
Away_win,560,251,44.8,-30.94,-5.5,2.13,-35.67,4.37,-35.31,-6.3,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', '2. Bundesliga', 'La Liga', 'Bundesliga', 'Serie A', 'Ligue 1', 'Eredivisie', 'MLS']",8,away_gf_high,A_1.80-2.50,ROI=-5.5%<=0
Away_win,658,220,33.4,5.76,0.9,3.06,-44.69,8.65,-2.89,-0.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Premier League', 'Ligue 1', 'Serie A', 'Eredivisie', 'La Liga', 'Bundesliga', 'MLS']",8,away_gf_high,A_2.50-4.00,profit_ex_top3<=0
Away_win,357,71,19.9,21.72,6.1,6.27,-52.94,33.0,-11.28,-3.2,"[2021, 2022, 2023, 2024, 2025]",5,"['La Liga', 'Ligue 1', 'Eredivisie', 'Serie A', 'Bundesliga', '2. Bundesliga', 'Premier League', 'MLS']",8,away_gf_high,A_4.00+,profit_ex_top3<=0
Away_win,2064,867,42.0,-21.27,-1.0,2.99,-98.62,33.0,-54.27,-2.6,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'La Liga', 'Bundesliga', 'Serie A', 'MLS']",8,away_gf_high,A_any,ROI=-1.0%<=0
Over25,2064,1213,58.8,216.44,10.5,1.88,-24.88,2.64,213.8,10.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'La Liga', 'Bundesliga', 'Serie A', 'MLS']",8,away_gf_high,any,
