market,n,hit,hit_rate,profit,roi,avg_odds,max_dd,top3_wins,profit_ex_top3,roi_ex_top3,seasons,n_seasons,leagues,n_leagues,pattern,odds_band,reject
Home_win,529,356,67.3,-21.33,-4.0,1.43,-27.0,1.72,-23.05,-4.4,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Premier League', 'La Liga', 'Bundesliga', 'Serie A', 'Eredivisie', '2. Bundesliga', 'MLS']",8,strong_home_form,H_1.30-1.60,ROI=-4.0%<=0
Home_win,523,283,54.1,-25.77,-4.9,1.76,-28.9,2.94,-28.71,-5.5,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'La Liga', 'Bundesliga', 'Ligue 1', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,strong_home_form,H_1.60-2.00,ROI=-4.9%<=0
Home_win,435,171,39.3,-47.57,-10.9,2.28,-52.15,5.1,-52.67,-12.1,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'Serie A', 'La Liga', 'Eredivisie', 'MLS']",8,strong_home_form,H_2.00-2.75,ROI=-10.9%<=0
Home_win,240,61,25.4,-26.76,-11.1,3.99,-42.85,14.0,-40.76,-17.0,"[2021, 2022, 2023, 2024, 2025]",5,"['La Liga', 'Ligue 1', 'Eredivisie', 'Premier League', 'Serie A', 'Bundesliga', '2. Bundesliga', 'MLS']",8,strong_home_form,H_2.75+,ROI=-11.1%<=0
Home_win,2042,1127,55.2,-134.98,-6.6,1.96,-141.52,14.0,-148.98,-7.3,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,strong_home_form,H_any,ROI=-6.6%<=0
Draw,705,190,27.0,-35.9,-5.1,3.53,-82.2,8.25,-44.15,-6.3,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'La Liga', 'Ligue 1', 'Serie A', 'Premier League', 'Bundesliga', 'Eredivisie', 'MLS']",8,strong_home_form,D_3.20-3.80,ROI=-5.1%<=0
Draw,529,127,24.0,-21.18,-4.0,4.03,-43.64,10.25,-31.43,-5.9,"[2021, 2022, 2023, 2024, 2025]",5,"['Bundesliga', 'La Liga', 'Eredivisie', 'Premier League', 'Serie A', '2. Bundesliga', 'Ligue 1', 'MLS']",8,strong_home_form,D_3.80-4.50,ROI=-4.0%<=0
Draw,367,66,18.0,-49.65,-13.5,4.82,-66.55,12.75,-62.4,-17.0,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'La Liga', 'Ligue 1', 'Eredivisie', 'Bundesliga', 'Serie A', '2. Bundesliga', 'MLS']",8,strong_home_form,D_4.50-5.50,ROI=-13.5%<=0
Draw,411,66,16.1,30.0,7.3,7.41,-30.25,32.0,-2.0,-0.5,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Bundesliga', 'Eredivisie', 'Premier League', 'La Liga', 'Serie A', '2. Bundesliga', 'MLS']",8,strong_home_form,D_5.50+,profit_ex_top3<=0
Draw,2042,457,22.4,-82.23,-4.0,4.66,-123.84,32.0,-114.23,-5.6,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,strong_home_form,D_any,ROI=-4.0%<=0
Away_win,60,34,56.7,-7.61,-12.7,1.56,-11.67,2.25,-9.86,-16.4,"[2021, 2022, 2023, 2024, 2025]",5,"['Eredivisie', 'Bundesliga', 'Premier League', 'Serie A', 'La Liga', '2. Bundesliga', 'Ligue 1']",7,strong_home_form,A_1.30-1.80,ROI=-12.7%<=0
Away_win,163,76,46.6,-3.65,-2.2,2.14,-9.26,4.3,-7.95,-4.9,"[2021, 2022, 2023, 2024, 2025]",5,"['La Liga', 'Premier League', 'Eredivisie', 'Serie A', 'Bundesliga', '2. Bundesliga', 'Ligue 1', 'MLS']",8,strong_home_form,A_1.80-2.50,ROI=-2.2%<=0
Away_win,535,162,30.3,-32.14,-6.0,3.19,-67.4,8.85,-40.99,-7.7,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Serie A', 'Premier League', 'Bundesliga', 'Eredivisie', 'La Liga', 'MLS']",8,strong_home_form,A_2.50-4.00,ROI=-6.0%<=0
Away_win,1281,183,14.3,-134.69,-10.5,8.23,-251.34,54.0,-188.69,-14.7,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', '2. Bundesliga', 'MLS']",8,strong_home_form,A_4.00+,ROI=-10.5%<=0
Away_win,2042,458,22.4,-177.34,-8.7,6.21,-313.78,54.0,-231.34,-11.3,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,strong_home_form,A_any,ROI=-8.7%<=0
Over25,2042,1195,58.5,204.6,10.0,1.88,-22.68,2.64,201.96,9.9,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,strong_home_form,any,
Over35,2042,745,36.5,-105.0,-5.1,2.6,-177.6,4.8,-109.8,-5.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,strong_home_form,any,ROI=-5.1%<=0
BTTS,2042,1137,55.7,-18.14,-0.9,1.78,-58.44,2.34,-20.48,-1.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,strong_home_form,any,ROI=-0.9%<=0
Home_win,188,125,66.5,-6.07,-3.2,1.46,-18.18,1.71,-7.78,-4.1,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'Bundesliga', 'Ligue 1', 'La Liga', 'Serie A', '2. Bundesliga', 'Eredivisie', 'MLS']",8,weak_home_form,H_1.30-1.60,ROI=-3.2%<=0
Home_win,575,316,55.0,-13.03,-2.3,1.78,-29.7,2.94,-15.97,-2.8,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'Premier League', 'MLS']",8,weak_home_form,H_1.60-2.00,ROI=-2.3%<=0
Home_win,1197,463,38.7,-138.71,-11.6,2.31,-143.56,5.1,-143.81,-12.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,weak_home_form,H_2.00-2.75,ROI=-11.6%<=0
Home_win,1459,351,24.1,-107.37,-7.4,4.51,-151.12,41.0,-148.37,-10.2,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'Eredivisie', 'La Liga', 'Serie A', 'MLS']",8,weak_home_form,H_2.75+,ROI=-7.4%<=0
Home_win,3438,1267,36.9,-269.37,-7.8,3.1,-287.12,41.0,-310.37,-9.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,weak_home_form,H_any,ROI=-7.8%<=0
Draw,2116,603,28.5,-22.2,-1.0,3.48,-94.45,8.25,-30.45,-1.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,weak_home_form,D_3.20-3.80,ROI=-1.0%<=0
Draw,762,191,25.1,-0.88,-0.1,4.0,-46.94,10.3,-11.18,-1.5,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Bundesliga', 'Premier League', 'La Liga', 'Serie A', 'Eredivisie', 'MLS']",8,weak_home_form,D_3.80-4.50,ROI=-0.1%<=0
Draw,251,50,19.9,-9.5,-3.8,4.8,-34.5,12.75,-22.25,-8.9,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'Bundesliga', 'Ligue 1', 'Serie A', 'Eredivisie', 'La Liga', '2. Bundesliga', 'MLS']",8,weak_home_form,D_4.50-5.50,ROI=-3.8%<=0
Draw,132,17,12.9,-19.75,-15.0,6.6,-30.0,25.5,-45.25,-34.3,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Eredivisie', 'Serie A', 'Bundesliga', 'Premier League', '2. Bundesliga', 'La Liga', 'MLS']",8,weak_home_form,D_5.50+,ROI=-15.0%<=0
Draw,3438,921,26.8,-46.88,-1.4,3.79,-96.04,25.5,-72.38,-2.1,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,weak_home_form,D_any,ROI=-1.4%<=0
Away_win,412,261,63.3,-10.47,-2.5,1.56,-26.99,2.26,-12.73,-3.1,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Bundesliga', 'Premier League', 'La Liga', 'Serie A', '2. Bundesliga', 'Eredivisie', 'MLS']",8,weak_home_form,A_1.30-1.80,ROI=-2.5%<=0
Away_win,846,365,43.1,-72.16,-8.5,2.14,-81.37,4.4,-76.56,-9.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Bundesliga', 'Premier League', 'Eredivisie', 'La Liga', 'Serie A', 'MLS']",8,weak_home_form,A_1.80-2.50,ROI=-8.5%<=0
Away_win,1412,454,32.2,-38.71,-2.7,3.09,-106.73,8.85,-47.56,-3.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Premier League', 'La Liga', 'Ligue 1', 'Bundesliga', 'Eredivisie', 'Serie A', 'MLS']",8,weak_home_form,A_2.50-4.00,ROI=-2.7%<=0
Away_win,701,114,16.3,-140.25,-20.0,5.43,-150.28,31.0,-171.25,-24.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,weak_home_form,A_4.00+,ROI=-20.0%<=0
Away_win,3438,1250,36.4,-261.09,-7.6,3.11,-291.62,31.0,-292.09,-8.5,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,weak_home_form,A_any,ROI=-7.6%<=0
Over25,3438,1838,53.5,17.44,0.5,1.88,-115.44,2.64,14.8,0.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,weak_home_form,any,dd(-115.4)>2x profit(17.4)
Over35,3438,1076,31.3,-640.4,-18.6,2.6,-663.4,4.8,-645.2,-18.8,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,weak_home_form,any,ROI=-18.6%<=0
BTTS,3438,1919,55.8,-22.18,-0.6,1.78,-106.52,2.34,-24.52,-0.7,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,weak_home_form,any,ROI=-0.6%<=0
Home_win,132,86,65.2,-8.54,-6.5,1.44,-11.2,1.72,-10.26,-7.8,"[2021, 2022, 2023, 2024, 2025]",5,"['Eredivisie', 'Premier League', 'La Liga', 'Ligue 1', 'Serie A', '2. Bundesliga', 'Bundesliga', 'MLS']",8,strong_away_form,H_1.30-1.60,ROI=-6.5%<=0
Home_win,295,155,52.5,-18.27,-6.2,1.79,-23.45,2.94,-21.21,-7.2,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'La Liga', 'Bundesliga', 'Serie A', 'Ligue 1', 'Eredivisie', 'Premier League', 'MLS']",8,strong_away_form,H_1.60-2.00,ROI=-6.2%<=0
Home_win,551,209,37.9,-67.12,-12.2,2.32,-74.86,5.1,-72.22,-13.1,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'Serie A', 'La Liga', 'Bundesliga', 'MLS']",8,strong_away_form,H_2.00-2.75,ROI=-12.2%<=0
Home_win,1186,252,21.2,-122.65,-10.3,5.02,-166.96,42.0,-164.65,-13.9,"[2021, 2022, 2023, 2024, 2025]",5,"['La Liga', 'Premier League', '2. Bundesliga', 'Eredivisie', 'Serie A', 'Ligue 1', 'Bundesliga', 'MLS']",8,strong_away_form,H_2.75+,ROI=-10.3%<=0
Home_win,2193,720,32.8,-224.04,-10.2,3.64,-250.58,42.0,-266.04,-12.1,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Eredivisie', 'Serie A', 'Bundesliga', 'MLS']",8,strong_away_form,H_any,ROI=-10.2%<=0
Draw,1116,322,28.9,10.2,0.9,3.51,-31.15,8.25,1.95,0.2,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'La Liga', 'Serie A', 'Bundesliga', 'MLS']",8,strong_away_form,D_3.20-3.80,dd(-31.1)>2x profit(10.2)
Draw,599,161,26.9,44.53,7.4,4.01,-42.45,10.11,34.42,5.7,"[2021, 2022, 2023, 2024, 2025]",5,"['La Liga', 'Premier League', 'Bundesliga', 'Serie A', 'Ligue 1', 'Eredivisie', '2. Bundesliga', 'MLS']",8,strong_away_form,D_3.80-4.50,
Draw,260,51,19.6,-13.9,-5.3,4.82,-39.0,12.75,-26.65,-10.2,"[2021, 2022, 2023, 2024, 2025]",5,"['Eredivisie', 'Premier League', 'Serie A', 'Ligue 1', 'Bundesliga', 'La Liga', '2. Bundesliga', 'MLS']",8,strong_away_form,D_4.50-5.50,ROI=-5.3%<=0
Draw,167,26,15.6,9.25,5.5,6.65,-23.75,29.0,-19.75,-11.8,"[2021, 2022, 2023, 2024, 2025]",5,"['Eredivisie', 'Ligue 1', 'Bundesliga', 'La Liga', 'Serie A', 'Premier League', 'MLS']",7,strong_away_form,D_5.50+,profit_ex_top3<=0
Draw,2193,575,26.2,45.08,2.1,4.03,-47.35,29.0,16.08,0.7,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Eredivisie', 'Serie A', 'Bundesliga', 'MLS']",8,strong_away_form,D_any,
Away_win,453,281,62.0,-24.91,-5.5,1.54,-39.97,2.26,-27.17,-6.0,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'La Liga', 'Bundesliga', 'Eredivisie', 'Serie A', 'Ligue 1', '2. Bundesliga', 'MLS']",8,strong_away_form,A_1.30-1.80,ROI=-5.5%<=0
Away_win,613,268,43.7,-50.98,-8.3,2.13,-56.26,4.37,-55.35,-9.0,"[2021, 2022, 2023, 2024, 2025]",5,"['La Liga', '2. Bundesliga', 'Serie A', 'Ligue 1', 'Premier League', 'Bundesliga', 'Eredivisie', 'MLS']",8,strong_away_form,A_1.80-2.50,ROI=-8.3%<=0
Away_win,657,212,32.3,-23.44,-3.6,3.07,-72.86,8.65,-32.09,-4.9,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'Bundesliga', 'Serie A', 'La Liga', 'MLS']",8,strong_away_form,A_2.50-4.00,ROI=-3.6%<=0
Away_win,387,67,17.3,-25.49,-6.6,6.12,-52.39,33.0,-58.49,-15.1,"[2021, 2022, 2023, 2024, 2025]",5,"['Eredivisie', 'La Liga', 'Bundesliga', 'Ligue 1', 'Premier League', '2. Bundesliga', 'Serie A', 'MLS']",8,strong_away_form,A_4.00+,ROI=-6.6%<=0
Away_win,2193,898,40.9,-122.52,-5.6,2.96,-179.75,33.0,-155.52,-7.1,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Eredivisie', 'Serie A', 'Bundesliga', 'MLS']",8,strong_away_form,A_any,ROI=-5.6%<=0
Over25,2193,1230,56.1,119.4,5.4,1.88,-38.2,2.64,116.76,5.3,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Eredivisie', 'Serie A', 'Bundesliga', 'MLS']",8,strong_away_form,any,
Over35,2193,729,33.2,-297.6,-13.6,2.6,-309.2,4.8,-302.4,-13.8,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Eredivisie', 'Serie A', 'Bundesliga', 'MLS']",8,strong_away_form,any,ROI=-13.6%<=0
BTTS,2193,1263,57.6,55.14,2.5,1.78,-30.44,2.34,52.8,2.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Eredivisie', 'Serie A', 'Bundesliga', 'MLS']",8,strong_away_form,any,
Home_win,607,412,67.9,-16.0,-2.6,1.44,-23.12,1.71,-17.71,-2.9,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', '2. Bundesliga', 'Bundesliga', 'La Liga', 'Ligue 1', 'Eredivisie', 'Serie A', 'MLS']",8,weak_away_form,H_1.30-1.60,ROI=-2.6%<=0
Home_win,968,519,53.6,-54.66,-5.6,1.77,-59.34,2.94,-57.6,-6.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Bundesliga', 'Eredivisie', 'La Liga', 'Premier League', 'Serie A', 'MLS']",8,weak_away_form,H_1.60-2.00,ROI=-5.6%<=0
Home_win,962,399,41.5,-58.76,-6.1,2.28,-68.34,5.12,-63.88,-6.6,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,weak_away_form,H_2.00-2.75,ROI=-6.1%<=0
Home_win,407,97,23.8,-96.87,-23.8,3.47,-99.04,12.58,-109.45,-26.9,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'Eredivisie', 'La Liga', 'Serie A', 'MLS']",8,weak_away_form,H_2.75+,ROI=-23.8%<=0
Home_win,3221,1655,51.4,-233.23,-7.2,2.03,-242.66,12.58,-245.81,-7.6,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,weak_away_form,H_any,ROI=-7.2%<=0
Draw,1559,433,27.8,-52.95,-3.4,3.48,-102.45,8.25,-61.2,-3.9,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Bundesliga', 'La Liga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,weak_away_form,D_3.20-3.80,ROI=-3.4%<=0
Draw,774,208,26.9,56.7,7.3,4.02,-36.31,10.3,46.4,6.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Serie A', 'Bundesliga', 'Eredivisie', 'Premier League', 'MLS']",8,weak_away_form,D_3.80-4.50,
Draw,387,71,18.3,-44.9,-11.6,4.81,-68.95,12.75,-57.65,-14.9,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'Bundesliga', 'La Liga', 'Ligue 1', 'Eredivisie', 'Serie A', '2. Bundesliga', 'MLS']",8,weak_away_form,D_4.50-5.50,ROI=-11.6%<=0
Draw,360,50,13.9,-31.75,-8.8,7.21,-61.25,24.5,-56.25,-15.6,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'Bundesliga', 'Serie A', 'La Liga', 'Eredivisie', 'Ligue 1', '2. Bundesliga', 'MLS']",8,weak_away_form,D_5.50+,ROI=-8.8%<=0
Draw,3221,809,25.1,-71.2,-2.2,4.17,-175.23,24.5,-95.7,-3.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,weak_away_form,D_any,ROI=-2.2%<=0
Away_win,41,27,65.9,2.35,5.7,1.61,-3.02,2.25,0.1,0.2,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Bundesliga', 'Serie A', 'Premier League', 'Eredivisie', 'La Liga', '2. Bundesliga']",7,weak_away_form,A_1.30-1.80,n=41<50
Away_win,291,146,50.2,23.6,8.1,2.18,-13.68,4.35,19.25,6.6,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Eredivisie', 'La Liga', 'Bundesliga', 'Serie A', 'MLS']",8,weak_away_form,A_1.80-2.50,
Away_win,1170,341,29.1,-96.86,-8.3,3.19,-109.39,8.8,-105.66,-9.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Bundesliga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,weak_away_form,A_2.50-4.00,ROI=-8.3%<=0
Away_win,1718,242,14.1,-351.72,-20.5,7.13,-372.79,44.0,-395.72,-23.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'Eredivisie', 'La Liga', 'Serie A', 'MLS']",8,weak_away_form,A_4.00+,ROI=-20.5%<=0
Away_win,3221,757,23.5,-422.38,-13.1,5.18,-434.28,44.0,-466.38,-14.5,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,weak_away_form,A_any,ROI=-13.1%<=0
Over25,3221,1763,54.7,93.44,2.9,1.88,-53.32,2.64,90.8,2.8,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,weak_away_form,any,
Over35,3221,1050,32.6,-491.0,-15.2,2.6,-503.4,4.8,-495.8,-15.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,weak_away_form,any,ROI=-15.2%<=0
BTTS,3221,1763,54.7,-82.86,-2.6,1.78,-117.8,2.34,-85.2,-2.6,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,weak_away_form,any,ROI=-2.6%<=0
Home_win,386,266,68.9,-1.25,-0.3,1.45,-14.93,1.74,-2.99,-0.8,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'La Liga', 'Serie A', 'Bundesliga', 'Premier League', 'Eredivisie', 'MLS']",8,drawish_home,H_1.30-1.60,ROI=-0.3%<=0
Home_win,802,419,52.2,-61.06,-7.6,1.78,-65.15,2.94,-64.0,-8.0,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', '2. Bundesliga', 'Bundesliga', 'La Liga', 'Eredivisie', 'Premier League', 'Serie A', 'MLS']",8,drawish_home,H_1.60-2.00,ROI=-7.6%<=0
Home_win,1055,439,41.6,-53.47,-5.1,2.3,-63.47,5.1,-58.57,-5.6,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'La Liga', 'Ligue 1', 'Bundesliga', 'Eredivisie', 'Serie A', 'Premier League', 'MLS']",8,drawish_home,H_2.00-2.75,ROI=-5.1%<=0
Home_win,981,226,23.0,-118.44,-12.1,4.34,-139.94,37.0,-155.44,-15.8,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Bundesliga', 'Eredivisie', 'Serie A', 'MLS']",8,drawish_home,H_2.75+,ROI=-12.1%<=0
Home_win,3338,1438,43.1,-242.76,-7.3,2.64,-252.02,37.0,-279.76,-8.4,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,drawish_home,H_any,ROI=-7.3%<=0
Draw,1776,478,26.9,-111.15,-6.3,3.49,-123.35,8.25,-119.4,-6.7,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,drawish_home,D_3.20-3.80,ROI=-6.3%<=0
Draw,852,225,26.4,44.7,5.2,4.0,-35.97,10.2,34.5,4.0,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', '2. Bundesliga', 'Premier League', 'Bundesliga', 'La Liga', 'Serie A', 'Eredivisie', 'MLS']",8,drawish_home,D_3.80-4.50,
Draw,328,64,19.5,-18.25,-5.6,4.8,-46.6,12.75,-31.0,-9.5,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Serie A', 'Eredivisie', '2. Bundesliga', 'MLS']",8,drawish_home,D_4.50-5.50,ROI=-5.6%<=0
Draw,211,30,14.2,-7.25,-3.4,6.79,-44.0,26.5,-33.75,-16.0,"[2021, 2022, 2023, 2024, 2025]",5,"['Ligue 1', 'Eredivisie', 'Serie A', 'La Liga', 'Premier League', 'Bundesliga', '2. Bundesliga', 'MLS']",8,drawish_home,D_5.50+,ROI=-3.4%<=0
Draw,3338,853,25.6,-93.2,-2.8,3.93,-177.62,26.5,-119.7,-3.6,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'Bundesliga', 'La Liga', 'Eredivisie', 'Serie A', 'MLS']",8,drawish_home,D_any,ROI=-2.8%<=0
Away_win,262,166,63.4,-4.97,-1.9,1.57,-14.07,2.25,-7.22,-2.8,"[2021, 2022, 2023, 2024, 2025]",5,"['Premier League', 'La Liga', 'Eredivisie', 'Bundesliga', 'Ligue 1', 'Serie A', '2. Bundesliga', 'MLS']",8,drawish_home,A_1.30-1.80,ROI=-1.9%<=0
Away_win,592,273,46.1,-13.12,-2.2,2.14,-26.05,4.37,-17.49,-3.0,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Ligue 1', 'Premier League', 'La Liga', 'Bundesliga', 'Serie A', 'Eredivisie', 'MLS']",8,drawish_home,A_1.80-2.50,ROI=-2.2%<=0
Away_win,1271,394,31.0,-65.19,-5.1,3.14,-136.28,8.85,-74.04,-5.8,"[2021, 2022, 2023, 2024, 2025]",5,"['2. Bundesliga', 'Premier League', 'La Liga', 'Ligue 1', 'Bundesliga', 'Eredivisie', 'Serie A', 'MLS']",8,drawish_home,A_2.50-4.00,ROI=-5.1%<=0
