league,season,date,home_team,away_team,odds_home,odds_draw,odds_away,control_score_10,chaos_score_10,likely_1x2,confidence,model_home_prob,model_draw_prob,model_away_prob,over25_signal,btts_signal,both_over,both_btts,data_warning,probability_profile,home_stats_n,away_stats_n,home_ppg,away_ppg,home_over25_rate,away_over25_rate,home_btts_rate,away_btts_rate,mode,matchday,cutoff_date,train_rows,test_group_size,model_name,model_trained_ok,model_error,recommended_market_type,recommended_market_subtype,recommended_market_read,recommendation_strength,risk_note,league_profile,league_adjusted_strength,league_profile_note,league_warning_flags,league_preferred_subtype,league_suppressed_subtype,market_tier,market_tier_score,market_tier_reason,market_tier_flags,market_tier_score_league_relative,actual_result,actual_home_goals,actual_away_goals,actual_total_goals,actual_over25,actual_under25,actual_under35,actual_btts,type_success,subtype_success,month,odds_bucket,ctrl_bucket,chaos_bucket,fav_side,season_phase
Ligue 1,2024,2024-12-13,Toulouse,St Etienne,1.36,5.0,8.5,6.46,2.67,Home,MEDIUM,0.979,0.0191,0.0019,unclear,unclear,False,False,False,,10,10,1.3,1.0,0.4,0.5,0.3,0.3,walk_forward,2024-12-13,2024-12-13,126,1,logistic_regression,True,,DIRECTION,DIRECTION_HOME,home_direction,MEDIUM,ligue1_home_favorite_medium_control,ligue1_cautious,MEDIUM,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,Ligue 1: DIRECTION type has historically poor accuracy — consider OBSERVE_ONLY.,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",HARD_NO_GO,24,Ligue 1 DIRECTION type has historically poor accuracy (walk-forward evidence).,ligue1_direction,-4.35,H,2.0,1.0,3.0,1,0,1,1,True,True,2024-12,heavy_fav (<=1.5),medium (5-7),low (<4),HOME_FAVORITE,mid
Ligue 1,2024,2024-12-14,Marseille,Lille,2.15,3.5,3.3,4.42,4.86,Draw,LOW,0.3078,0.4905,0.2018,OVER likely,BTTS YES likely,False,True,False,,10,10,1.9,2.0,0.7,0.6,0.6,0.6,walk_forward,2024-12-14,2024-12-14,127,3,logistic_regression,True,,BTTS_OVER,BOTH_OVER25_BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,ligue1_cautious,SUPPRESSED,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,Ligue 1: goals subtypes have weak evidence in this league.,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",HARD_NO_GO,5,BOTH_OVER25_BTTS: permanent HARD_NO_GO (48.7% historical),SUBTYPE_SUPPRESSED,-6.16,D,1.0,1.0,2.0,0,1,1,1,True,False,2024-12,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,mid
Ligue 1,2024,2024-12-14,Auxerre,Lens,3.8,3.6,1.95,4.98,3.75,Away,MEDIUM,0.2005,0.1701,0.6295,unclear,unclear,False,False,False,,10,10,1.7,1.5,0.7,0.3,0.5,0.4,walk_forward,2024-12-14,2024-12-14,127,3,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_X2,away_or_draw_X2,MEDIUM,favorite_direction_but_control_below_hard_1x2,ligue1_cautious,HIGH,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",B_TIER,74,"HIGH adjusted strength + preferred subtype (DOUBLE_CHANCE_X2) + clean signal (no warning, chaos within range). [LIGUE1_CAP: A_TIER→B_TIER]",high_strength | preferred_subtype:DOUBLE_CHANCE_X2 | chaos_low,0.41,D,2.0,2.0,4.0,1,0,0,1,True,True,2024-12,strong_fav (1.5-2.0),low (3-5),low (<4),AWAY_FAVORITE,mid
Ligue 1,2024,2024-12-14,Reims,Monaco,3.7,3.6,2.0,5.37,4.6,Away,LOW,0.2384,0.2947,0.4669,unclear,BTTS YES likely,False,True,False,,10,10,1.2,1.9,0.5,0.7,0.6,0.7,walk_forward,2024-12-14,2024-12-14,127,3,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,ligue1_cautious,MEDIUM,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",DOWNGRADE,44,Btts has weak cross-league evidence.,downgrade_subtype:BTTS,-2.45,D,0.0,0.0,0.0,0,1,1,0,False,False,2024-12,strong_fav (1.5-2.0),medium (5-7),medium (4-6),AWAY_FAVORITE,mid
Ligue 1,2024,2024-12-15,Rennes,Angers,1.62,4.0,5.5,5.95,3.4,Draw,MEDIUM,0.444,0.5432,0.0128,unclear,unclear,False,False,False,,10,10,0.8,1.2,0.4,0.4,0.4,0.6,walk_forward,2024-12-15,2024-12-15,130,5,logistic_regression,True,,DIRECTION,NONE,draw_direction,MEDIUM,ligue1_home_favorite_medium_control,ligue1_cautious,MEDIUM,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,Ligue 1: DIRECTION type has historically poor accuracy — consider OBSERVE_ONLY.,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",HARD_NO_GO,24,Ligue 1 DIRECTION type has historically poor accuracy (walk-forward evidence).,ligue1_direction,-4.35,H,2.0,0.0,2.0,0,1,1,0,False,,2024-12,strong_fav (1.5-2.0),medium (5-7),low (<4),HOME_FAVORITE,mid
Ligue 1,2024,2024-12-15,Paris SG,Lyon,1.4,6.0,5.75,6.17,4.42,Draw,MEDIUM,0.2863,0.7067,0.0069,unclear,BTTS YES likely,False,True,False,,10,10,2.2,2.1,0.5,0.6,0.6,0.6,walk_forward,2024-12-15,2024-12-15,130,5,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,ligue1_cautious,MEDIUM,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",DOWNGRADE,44,Btts has weak cross-league evidence.,downgrade_subtype:BTTS,-2.45,H,3.0,1.0,4.0,1,0,0,1,True,True,2024-12,heavy_fav (<=1.5),medium (5-7),medium (4-6),HOME_FAVORITE,mid
Ligue 1,2024,2024-12-15,Le Havre,Strasbourg,3.1,3.2,2.4,4.03,4.05,Draw,MEDIUM,0.1228,0.857,0.0202,unclear,unclear,False,False,False,,10,10,0.6,0.9,0.5,0.7,0.2,0.7,walk_forward,2024-12-15,2024-12-15,130,5,logistic_regression,True,,OBSERVE_ONLY,NONE,mixed_signal_observe,LOW,diagnostic_only,ligue1_cautious,LOW,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",OBSERVE_ONLY,20,Market type is OBSERVE_ONLY — insufficient signal for classification.,observe_only_type,-4.73,A,0.0,3.0,3.0,1,0,1,0,,,2024-12,medium_fav (2.0-2.5),low (3-5),medium (4-6),AWAY_FAVORITE,mid
Ligue 1,2024,2024-12-15,Montpellier,Nice,2.9,3.6,2.3,5.17,4.72,Home,MEDIUM,0.6441,0.2834,0.0725,OVER likely,BTTS YES likely,False,False,False,,10,10,0.7,1.9,0.7,0.6,0.5,0.7,walk_forward,2024-12-15,2024-12-15,130,5,logistic_regression,True,,BTTS_OVER,BOTH_OVER25_BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,ligue1_cautious,SUPPRESSED,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,Ligue 1: goals subtypes have weak evidence in this league.,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",HARD_NO_GO,5,BOTH_OVER25_BTTS: permanent HARD_NO_GO (48.7% historical),SUBTYPE_SUPPRESSED,-6.16,D,2.0,2.0,4.0,1,0,0,1,True,True,2024-12,medium_fav (2.0-2.5),medium (5-7),medium (4-6),AWAY_FAVORITE,mid
Ligue 1,2024,2024-12-15,Brest,Nantes,2.05,3.4,3.6,5.15,4.42,Home,MEDIUM,0.6376,0.21,0.1524,unclear,BTTS YES likely,False,True,False,,10,10,1.3,0.7,0.6,0.4,0.6,0.7,walk_forward,2024-12-15,2024-12-15,130,5,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,ligue1_cautious,MEDIUM,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",DOWNGRADE,44,Btts has weak cross-league evidence.,downgrade_subtype:BTTS,-2.45,H,4.0,1.0,5.0,1,0,0,1,True,True,2024-12,medium_fav (2.0-2.5),medium (5-7),medium (4-6),HOME_FAVORITE,mid
Ligue 1,2024,2024-12-18,Monaco,Paris SG,4.0,3.8,1.85,5.72,4.48,Away,LOW,0.0718,0.4605,0.4677,unclear,BTTS YES likely,False,True,False,,10,10,1.7,2.4,0.6,0.6,0.6,0.6,walk_forward,2024-12-18,2024-12-18,135,1,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,ligue1_cautious,MEDIUM,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",DOWNGRADE,44,Btts has weak cross-league evidence.,downgrade_subtype:BTTS,-2.45,A,2.0,4.0,6.0,1,0,0,1,True,True,2024-12,strong_fav (1.5-2.0),medium (5-7),medium (4-6),AWAY_FAVORITE,mid
Ligue 1,2024,2025-01-03,Nice,Rennes,2.2,3.3,3.4,4.9,4.26,Home,MEDIUM,0.8982,0.0758,0.026,unclear,unclear,False,False,False,,10,10,1.7,1.0,0.6,0.4,0.8,0.3,walk_forward,2025-01-03,2025-01-03,136,1,logistic_regression,True,,OBSERVE_ONLY,NONE,mixed_signal_observe,LOW,diagnostic_only,ligue1_cautious,LOW,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",OBSERVE_ONLY,20,Market type is OBSERVE_ONLY — insufficient signal for classification.,observe_only_type,-4.73,H,3.0,2.0,5.0,1,0,0,1,,,2025-01,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,mid
Ligue 1,2024,2025-01-04,St Etienne,Reims,3.6,3.3,2.1,4.63,3.76,Draw,MEDIUM,0.0093,0.6916,0.2992,unclear,unclear,False,False,False,,10,10,1.0,1.2,0.5,0.5,0.4,0.5,walk_forward,2025-01-04,2025-01-04,137,3,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_X2,away_or_draw_X2,MEDIUM,favorite_direction_but_control_below_hard_1x2,ligue1_cautious,HIGH,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",B_TIER,74,"HIGH adjusted strength + preferred subtype (DOUBLE_CHANCE_X2) + clean signal (no warning, chaos within range). [LIGUE1_CAP: A_TIER→B_TIER]",high_strength | preferred_subtype:DOUBLE_CHANCE_X2 | chaos_low,0.41,H,3.0,1.0,4.0,1,0,0,1,False,False,2025-01,medium_fav (2.0-2.5),low (3-5),low (<4),AWAY_FAVORITE,mid
Ligue 1,2024,2025-01-04,Lille,Nantes,1.5,4.33,6.25,7.23,4.5,Home,HIGH,0.581,0.4175,0.0015,unclear,BTTS YES likely,False,True,False,,10,10,2.0,0.6,0.5,0.5,0.6,0.7,walk_forward,2025-01-04,2025-01-04,137,3,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,ligue1_cautious,MEDIUM,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",DOWNGRADE,44,Btts has weak cross-league evidence.,downgrade_subtype:BTTS,-2.45,D,1.0,1.0,2.0,0,1,1,1,True,True,2025-01,heavy_fav (<=1.5),high (7-10),medium (4-6),HOME_FAVORITE,mid
Ligue 1,2024,2025-01-04,Lyon,Montpellier,1.33,5.5,8.0,7.83,4.42,Draw,HIGH,0.1911,0.807,0.0019,OVER likely,unclear,False,False,False,,10,10,2.1,0.5,0.6,0.7,0.6,0.5,walk_forward,2025-01-04,2025-01-04,137,3,logistic_regression,True,,BTTS_OVER,OVER_25,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,ligue1_cautious,SUPPRESSED,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,Ligue 1: goals subtypes have weak evidence in this league.,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",HARD_NO_GO,5,SUPPRESSED league_adjusted_strength combined with active warning flag.,suppressed_strength | warning_flag,-6.16,H,1.0,0.0,1.0,0,1,1,0,False,False,2025-01,heavy_fav (<=1.5),high (7-10),medium (4-6),HOME_FAVORITE,mid
Ligue 1,2024,2025-01-05,Marseille,Le Havre,1.3,6.0,8.0,7.4,3.18,Home,MEDIUM,0.5508,0.4457,0.0035,unclear,unclear,False,False,False,,10,10,1.7,0.6,0.6,0.5,0.6,0.1,walk_forward,2025-01-05,2025-01-05,140,4,logistic_regression,True,,DIRECTION,DIRECTION_HOME,home_direction,MEDIUM,ligue1_home_favorite_medium_control,ligue1_cautious,MEDIUM,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,Ligue 1: DIRECTION type has historically poor accuracy — consider OBSERVE_ONLY.,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",HARD_NO_GO,24,Ligue 1 DIRECTION type has historically poor accuracy (walk-forward evidence).,ligue1_direction,-4.35,H,5.0,1.0,6.0,1,0,0,1,True,True,2025-01,heavy_fav (<=1.5),high (7-10),low (<4),HOME_FAVORITE,mid
Ligue 1,2024,2025-01-05,Strasbourg,Auxerre,1.85,3.6,4.2,5.72,4.75,Home,MEDIUM,0.7284,0.2422,0.0294,OVER likely,unclear,True,False,False,,10,10,1.1,1.8,0.7,0.7,0.6,0.5,walk_forward,2025-01-05,2025-01-05,140,4,logistic_regression,True,,BTTS_OVER,OVER_25,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,ligue1_cautious,SUPPRESSED,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,Ligue 1: goals subtypes have weak evidence in this league.,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",HARD_NO_GO,5,SUPPRESSED league_adjusted_strength combined with active warning flag.,suppressed_strength | warning_flag,-6.16,H,3.0,1.0,4.0,1,0,0,1,True,True,2025-01,strong_fav (1.5-2.0),medium (5-7),medium (4-6),HOME_FAVORITE,mid
Ligue 1,2024,2025-01-05,Lens,Toulouse,1.91,3.4,4.33,4.98,3.4,Home,MEDIUM,0.7265,0.2727,0.0008,unclear,unclear,False,False,False,,10,10,1.5,1.6,0.4,0.5,0.4,0.4,walk_forward,2025-01-05,2025-01-05,140,4,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_1X,home_or_draw_1X,MEDIUM,favorite_direction_but_control_below_hard_1x2,ligue1_cautious,HIGH,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",B_TIER,74,"HIGH adjusted strength + preferred subtype (DOUBLE_CHANCE_1X) + clean signal (no warning, chaos within range). [LIGUE1_CAP: A_TIER→B_TIER]",high_strength | preferred_subtype:DOUBLE_CHANCE_1X | chaos_low,0.41,A,0.0,1.0,1.0,0,1,1,0,False,False,2025-01,strong_fav (1.5-2.0),low (3-5),low (<4),HOME_FAVORITE,mid
Ligue 1,2024,2025-01-05,Angers,Brest,3.2,3.3,2.3,4.17,4.29,Home,MEDIUM,0.7504,0.1803,0.0693,unclear,BTTS YES likely,False,False,False,,10,10,1.1,1.3,0.4,0.7,0.5,0.7,walk_forward,2025-01-05,2025-01-05,140,4,logistic_regression,True,,AVOID,AVOID_VOLATILE,model_market_disagreement_low_control,LOW,disagreement_plus_low_control,ligue1_cautious,HIGH,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",B_TIER,70,"Adjusted strength HIGH, no warning, subtype not suppressed.",strength:HIGH,0.03,H,2.0,0.0,2.0,0,1,1,0,False,,2025-01,medium_fav (2.0-2.5),low (3-5),medium (4-6),AWAY_FAVORITE,mid
Ligue 1,2024,2025-01-10,Nantes,Monaco,5.0,3.75,1.73,6.1,4.29,Draw,MEDIUM,0.0032,0.5984,0.3984,unclear,BTTS YES likely,False,True,False,,10,10,0.6,1.4,0.4,0.6,0.7,0.6,walk_forward,2025-01-10,2025-01-10,144,2,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,ligue1_cautious,MEDIUM,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",DOWNGRADE,44,Btts has weak cross-league evidence.,downgrade_subtype:BTTS,-2.45,D,2.0,2.0,4.0,1,0,0,1,True,True,2025-01,strong_fav (1.5-2.0),medium (5-7),medium (4-6),AWAY_FAVORITE,mid
Ligue 1,2024,2025-01-10,Auxerre,Lille,4.6,3.8,1.75,5.55,4.85,Away,NO-CONFIDENCE,0.3147,0.3189,0.3665,unclear,BTTS YES likely,False,True,False,,10,10,1.5,1.8,0.7,0.4,0.6,0.7,walk_forward,2025-01-10,2025-01-10,144,2,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,ligue1_cautious,MEDIUM,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",DOWNGRADE,44,Btts has weak cross-league evidence.,downgrade_subtype:BTTS,-2.45,D,0.0,0.0,0.0,0,1,1,0,False,False,2025-01,strong_fav (1.5-2.0),medium (5-7),medium (4-6),AWAY_FAVORITE,mid
Ligue 1,2024,2025-01-11,Rennes,Marseille,3.0,3.25,2.4,4.73,4.01,Draw,MEDIUM,0.141,0.6479,0.2111,unclear,unclear,False,False,False,,10,10,1.0,2.0,0.4,0.7,0.3,0.7,walk_forward,2025-01-11,2025-01-11,146,3,logistic_regression,True,,OBSERVE_ONLY,NONE,mixed_signal_observe,LOW,diagnostic_only,ligue1_cautious,LOW,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",OBSERVE_ONLY,20,Market type is OBSERVE_ONLY — insufficient signal for classification.,observe_only_type,-4.73,A,1.0,2.0,3.0,1,0,1,1,,,2025-01,medium_fav (2.0-2.5),low (3-5),medium (4-6),AWAY_FAVORITE,mid
Ligue 1,2024,2025-01-11,Brest,Lyon,3.1,3.5,2.25,4.88,4.31,Home,MEDIUM,0.5777,0.1731,0.2493,unclear,BTTS YES likely,False,False,False,,10,10,1.3,2.1,0.6,0.5,0.7,0.5,walk_forward,2025-01-11,2025-01-11,146,3,logistic_regression,True,,AVOID,AVOID_VOLATILE,model_market_disagreement_low_control,LOW,disagreement_plus_low_control,ligue1_cautious,HIGH,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",B_TIER,70,"Adjusted strength HIGH, no warning, subtype not suppressed.",strength:HIGH,0.03,H,2.0,1.0,3.0,1,0,1,1,False,,2025-01,medium_fav (2.0-2.5),low (3-5),medium (4-6),AWAY_FAVORITE,mid
Ligue 1,2024,2025-01-11,Reims,Nice,2.6,3.5,2.6,4.27,5.09,Home,MEDIUM,0.7839,0.1356,0.0805,unclear,BTTS YES likely,False,False,False,,10,10,0.9,1.9,0.5,0.7,0.5,0.9,walk_forward,2025-01-11,2025-01-11,146,3,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,LOW,goals_signal_with_control_not_required,ligue1_cautious,LOW,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",DOWNGRADE,44,Btts has weak cross-league evidence.,downgrade_subtype:BTTS,-2.45,A,2.0,4.0,6.0,1,0,0,1,True,True,2025-01,no_clear_fav (>2.5),low (3-5),medium (4-6),NO_CLEAR_FAVORITE,mid
Ligue 1,2024,2025-01-12,Toulouse,Strasbourg,1.75,3.8,4.5,6.05,3.98,Home,MEDIUM,0.7906,0.1258,0.0835,OVER likely,unclear,False,False,False,,10,10,1.9,1.1,0.4,0.8,0.3,0.7,walk_forward,2025-01-12,2025-01-12,149,4,logistic_regression,True,,BTTS_OVER,OVER_25,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,ligue1_cautious,SUPPRESSED,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,Ligue 1: goals subtypes have weak evidence in this league.,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",HARD_NO_GO,10,SUPPRESSED league_adjusted_strength combined with active warning flag.,suppressed_strength | warning_flag,-5.69,A,1.0,2.0,3.0,1,0,1,1,True,True,2025-01,strong_fav (1.5-2.0),medium (5-7),low (<4),HOME_FAVORITE,mid
Ligue 1,2024,2025-01-12,Paris SG,St Etienne,1.09,9.5,23.0,7.99,3.73,Home,HIGH,0.9999,0.0001,0.0001,unclear,unclear,False,False,False,,10,10,2.4,1.2,0.6,0.5,0.6,0.4,walk_forward,2025-01-12,2025-01-12,149,4,logistic_regression,True,,DIRECTION,DIRECTION_HOME,home_direction,MEDIUM,ligue1_home_favorite_medium_control,ligue1_cautious,MEDIUM,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,Ligue 1: DIRECTION type has historically poor accuracy — consider OBSERVE_ONLY.,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",HARD_NO_GO,24,Ligue 1 DIRECTION type has historically poor accuracy (walk-forward evidence).,ligue1_direction,-4.35,H,2.0,1.0,3.0,1,0,1,1,True,True,2025-01,heavy_fav (<=1.5),high (7-10),low (<4),HOME_FAVORITE,mid
Ligue 1,2024,2025-01-12,Le Havre,Lens,5.5,3.8,1.62,6.35,2.75,Away,MEDIUM,0.0674,0.0324,0.9002,unclear,unclear,False,False,False,,10,10,0.6,1.4,0.5,0.4,0.2,0.4,walk_forward,2025-01-12,2025-01-12,149,4,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_X2,away_or_draw_X2,MEDIUM,favorite_direction_but_control_below_hard_1x2,ligue1_cautious,HIGH,Ligue 1 has the lowest overall accuracy (67.4%) due to excess DIRECTION calls. AVOID and DOUBLE_CHANCE_X2 are most reliable. DC_1X requires caution. DIRECTION type triggers a league warning.,,"DOUBLE_CHANCE_X2, DOUBLE_CHANCE_1X","BOTH_OVER25_BTTS, OVER_25",B_TIER,74,"HIGH adjusted strength + preferred subtype (DOUBLE_CHANCE_X2) + clean signal (no warning, chaos within range). [LIGUE1_CAP: A_TIER→B_TIER]",high_strength | preferred_subtype:DOUBLE_CHANCE_X2 | chaos_low,0.41,A,1.0,2.0,3.0,1,0,1,1,True,True,2025-01,strong_fav (1.5-2.0),medium (5-7),low (<4),AWAY_FAVORITE,mid
